id,deal_id,rep_id,type,outcome,notes,activity_date
375cb012-b006-438a-8434-bc27bd39bf84,5715e388-bef6-4604-ab3c-5f0c8a171556,7cec2f3c-b444-44c0-9ae8-a4ac974fb246,follow_up,positive,Both produce month thus necessary song player box wall certainly history between yet pick room.,2026-09-01T12:22:55.905902
dd83d08c-6416-4a64-a594-b39cd8673748,5715e388-bef6-4604-ab3c-5f0c8a171556,7cec2f3c-b444-44c0-9ae8-a4ac974fb246,email,negative,Meeting agreement improve oil kitchen go end visit involve.,2026-09-01T07:40:06.498558
89c2253b-e2f5-4ed6-bcf5-ef02a3fb08d9,b7680f1a-430b-4e53-a95c-e4d1868e973d,400374e7-23b6-4c6a-93df-19307aefe5a1,demo,positive,Close among watch read skin discuss music exactly us community quality.,2024-05-21T03:19:02.980868
1735fd52-ffad-461e-a5e1-499e4961545f,b7680f1a-430b-4e53-a95c-e4d1868e973d,400374e7-23b6-4c6a-93df-19307aefe5a1,follow_up,negative,Determine hot life total act traditional top rule.,2025-02-10T07:44:11.334667
76a03cee-6a5e-4ae8-8763-6b9bcaa13508,2622a8ed-df91-4d5b-bdf9-b389ebd2fbe1,ea172f7a-cf34-4511-9266-ac5337da8eca,follow_up,positive,Item by stay window which course beyond entire degree buy develop conference training decide.,2026-05-02T15:51:26.844219
6d3094ca-79f9-4304-8f95-a2fe1c928986,2622a8ed-df91-4d5b-bdf9-b389ebd2fbe1,ea172f7a-cf34-4511-9266-ac5337da8eca,call,positive,Everything operation surface free visit appear box conference him wait then.,2025-12-27T17:44:36.466278
57366141-6aad-4eae-9e69-f1a53dc02e82,2622a8ed-df91-4d5b-bdf9-b389ebd2fbe1,ea172f7a-cf34-4511-9266-ac5337da8eca,demo,no_response,Act thought find wide home real claim its against trip.,2026-06-27T15:49:15.829866
608946a4-114e-429f-b67c-2a95f5034624,2622a8ed-df91-4d5b-bdf9-b389ebd2fbe1,ea172f7a-cf34-4511-9266-ac5337da8eca,demo,neutral,Despite city drug inside day young age science.,2026-07-02T16:44:43.252532
28cc3688-6c34-49db-8cf1-82bd7a08de9d,2622a8ed-df91-4d5b-bdf9-b389ebd2fbe1,ea172f7a-cf34-4511-9266-ac5337da8eca,demo,negative,Money fight son author century least ever cover still three difficult.,2026-07-25T10:07:19.315952
8228df78-d27d-44d3-aa5c-f829547d350d,2622a8ed-df91-4d5b-bdf9-b389ebd2fbe1,ea172f7a-cf34-4511-9266-ac5337da8eca,call,positive,Understand her now agreement cultural including visit image firm establish.,2026-05-12T09:19:03.368560
8d70f70d-d177-49e5-afc3-f66df317f4f6,2622a8ed-df91-4d5b-bdf9-b389ebd2fbe1,ea172f7a-cf34-4511-9266-ac5337da8eca,meeting,neutral,Positive industry early itself at defense peace from fund world life option.,2026-06-21T23:52:41.781161
ef062e83-565f-49ca-9900-a5434ac808df,fd5c8497-e486-4edf-9b43-66d3da1304e7,2ef1a5a5-e662-457f-b06c-641c9ea02b4e,demo,negative,Team professor carry guy continue lay leader detail manager show down become economic store region.,2026-04-28T11:20:44.809231
96603f56-8ee2-42ba-82a1-d4d89a1cef2c,fd5c8497-e486-4edf-9b43-66d3da1304e7,2ef1a5a5-e662-457f-b06c-641c9ea02b4e,meeting,positive,After speak for paper just growth word town into big case.,2026-05-02T17:59:53.560542
5796b2e1-9a6d-4be2-8994-9c95f05a86bc,fd5c8497-e486-4edf-9b43-66d3da1304e7,2ef1a5a5-e662-457f-b06c-641c9ea02b4e,follow_up,negative,Product yeah result up radio population cold doctor chair others.,2025-05-26T05:09:56.652382
da1ba7b7-4e11-43a5-ac81-b1bba35a4944,fd5c8497-e486-4edf-9b43-66d3da1304e7,2ef1a5a5-e662-457f-b06c-641c9ea02b4e,email,negative,Boy nation increase enjoy senior finish card experience real green say ground peace chance.,2024-12-23T19:56:52.474416
c2cddd84-98bf-47f5-9275-05744debe761,fd5c8497-e486-4edf-9b43-66d3da1304e7,2ef1a5a5-e662-457f-b06c-641c9ea02b4e,email,neutral,Play your bad central medical talk cause hotel window believe.,2024-11-30T03:57:24.456425
3cf5337f-3b4a-4d1e-ac9e-87deb1cedf68,e522e91e-6a3a-4802-8cf7-f3b3a99f18d0,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,call,neutral,Board first once federal president quality nature firm follow itself of character hundred customer.,2024-11-12T23:01:05.177280
b522c8d5-94da-4b22-b66b-e7076230c77b,e522e91e-6a3a-4802-8cf7-f3b3a99f18d0,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,meeting,positive,Happy husband relate tax cold different attention.,2025-12-27T08:15:51.133246
2ff2784d-efbb-4e9a-a8c6-752bbf2aa4af,772a8134-ec7e-4029-a50f-0110d9dfd762,2ef77b76-accf-428a-a6d8-0f70d4338ea6,email,neutral,Call health notice could possible food concern almost type rule play along.,2024-10-17T19:20:30.209863
5add2016-00f7-46eb-a5c9-cea848fa1ded,772a8134-ec7e-4029-a50f-0110d9dfd762,2ef77b76-accf-428a-a6d8-0f70d4338ea6,follow_up,no_response,Join laugh play manager improve share right lot crime help their summer thing law do.,2025-08-12T05:29:10.582256
4bda6eec-cac4-468d-8f0b-ac7ef65ba306,772a8134-ec7e-4029-a50f-0110d9dfd762,2ef77b76-accf-428a-a6d8-0f70d4338ea6,call,neutral,Answer kid page white many operation kind writer account town night on visit image building.,2024-11-23T00:12:50.374650
4dce7501-166a-4d5e-b9ed-7dce5257256b,772a8134-ec7e-4029-a50f-0110d9dfd762,2ef77b76-accf-428a-a6d8-0f70d4338ea6,follow_up,neutral,Week senior foot must minute table commercial it yes.,2025-01-25T07:43:28.484860
fe435e0e-9174-45ab-958e-313b15656f19,5362cf27-a216-4c2b-8d84-e5796aacd31e,2ef1a5a5-e662-457f-b06c-641c9ea02b4e,meeting,negative,Program safe language east carry with benefit though turn stop agency watch raise.,2026-08-25T21:22:54.429964
a614cb5b-94e5-47ef-99d8-736545176c6e,5362cf27-a216-4c2b-8d84-e5796aacd31e,2ef1a5a5-e662-457f-b06c-641c9ea02b4e,call,neutral,Later bad position occur bring mission black name I fact.,2026-08-17T23:39:34.768064
0ff3426d-6411-4272-831e-189d4b9fb736,5362cf27-a216-4c2b-8d84-e5796aacd31e,2ef1a5a5-e662-457f-b06c-641c9ea02b4e,email,neutral,Apply present want fall that camera enough by support pay.,2026-07-08T11:59:23.147486
aa7cd1f3-ec0b-4024-bc26-f0dab2071169,5362cf27-a216-4c2b-8d84-e5796aacd31e,2ef1a5a5-e662-457f-b06c-641c9ea02b4e,follow_up,positive,Thus customer itself idea truth certainly occur party federal size staff poor might local moment.,2026-06-27T23:06:42.649541
d0690f40-4c35-4c14-b981-780489366589,5362cf27-a216-4c2b-8d84-e5796aacd31e,2ef1a5a5-e662-457f-b06c-641c9ea02b4e,follow_up,negative,Notice majority dream commercial life those miss produce civil alone some.,2026-07-11T00:40:12.966836
5f804b43-d5b2-4818-b3da-5654359724bf,5362cf27-a216-4c2b-8d84-e5796aacd31e,2ef1a5a5-e662-457f-b06c-641c9ea02b4e,follow_up,neutral,Music family small cup begin base mention catch wrong training message send student green store discussion.,2026-08-20T09:42:48.837707
3291558d-9be5-4ecb-81f0-b00afd2f6d6b,5362cf27-a216-4c2b-8d84-e5796aacd31e,2ef1a5a5-e662-457f-b06c-641c9ea02b4e,follow_up,positive,Then between important certain according read theory loss office my point standard far two right need.,2026-06-27T06:56:57.754225
65a05e7b-f0c3-4a3b-884d-ee933854abcc,1aad738f-fc84-47ab-9f76-6ad147e9698e,d56b8f16-8cfa-459a-98df-8226524c1bc8,call,positive,Environment result ago environmental interest at particularly run practice improve term bring.,2026-09-01T11:49:44.405571
a3e543be-1cec-4bb4-b42d-c18fa42b373c,1aad738f-fc84-47ab-9f76-6ad147e9698e,d56b8f16-8cfa-459a-98df-8226524c1bc8,follow_up,neutral,Light ask continue right final quite to may hot mission interesting major dog marriage democratic.,2026-09-01T06:41:07.045540
292abd7b-e8de-45cb-b3b0-1ac244362098,bd4bbded-d431-48fe-bdba-98c887a38fea,d0647f7b-44e8-41e5-bb3d-da23e8514926,follow_up,neutral,Level perhaps chance name thank most cost.,2026-09-01T06:06:28.131968
6ede8533-e796-4d44-a15e-767051b2724b,bd4bbded-d431-48fe-bdba-98c887a38fea,d0647f7b-44e8-41e5-bb3d-da23e8514926,call,neutral,Understand style research television TV factor pressure modern.,2026-08-19T03:12:43.352845
1d5df06b-3e6c-4255-9dbd-2ad3792775cd,bd4bbded-d431-48fe-bdba-98c887a38fea,d0647f7b-44e8-41e5-bb3d-da23e8514926,follow_up,neutral,Federal year despite single project billion entire provide wish those.,2026-08-04T01:02:07.991165
717a97b1-09df-41c5-aeb7-f564f1b40445,d6cd0a3f-3aae-4d82-ae6f-bf613704a590,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,demo,positive,Dinner look receive their serious food company beyond teacher according buy watch its.,2026-06-02T10:04:02.866355
c593c13c-1918-4f0d-8efc-a3cd0b128dfb,d6cd0a3f-3aae-4d82-ae6f-bf613704a590,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,demo,positive,Scene street exactly take suddenly child war church blood lay structure party.,2026-06-09T03:07:15.378914
3a0e175e-b66e-4b82-8bbd-0c0d67b7e044,d6cd0a3f-3aae-4d82-ae6f-bf613704a590,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,call,neutral,Read Congress leg attorney by through town rise official raise ask.,2026-05-30T13:53:23.026918
29f57af6-79b8-4203-b7f5-f4da8f74dbff,d6cd0a3f-3aae-4d82-ae6f-bf613704a590,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,email,positive,Investment develop later it tell alone event space game interesting drug play medical play.,2026-08-29T03:47:13.892116
53d034ef-e09b-4ff3-8dbe-3a78a3d153b4,d6cd0a3f-3aae-4d82-ae6f-bf613704a590,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,demo,positive,Believe across political road though create popular fall better.,2026-03-26T16:10:55.000673
83f9af99-d2e1-4a3c-950f-905baabf8eaf,d6cd0a3f-3aae-4d82-ae6f-bf613704a590,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,meeting,neutral,International step whether at who over suddenly affect language side similar.,2026-03-31T16:23:16.757576
c83bae83-5af9-43f1-8585-3097f3ed4d58,51a13da8-a8ea-4b65-8c01-ee24a95649d8,d0647f7b-44e8-41e5-bb3d-da23e8514926,meeting,negative,Store son song test situation author voice history which better.,2026-06-12T21:35:38.828623
320f585c-dfd7-4be9-a413-485cb4734636,51a13da8-a8ea-4b65-8c01-ee24a95649d8,d0647f7b-44e8-41e5-bb3d-da23e8514926,meeting,no_response,Land some culture determine picture collection message often.,2026-06-15T00:37:25.789519
ccd29ee6-314c-4b04-8e16-25b6e60ca433,51a13da8-a8ea-4b65-8c01-ee24a95649d8,d0647f7b-44e8-41e5-bb3d-da23e8514926,email,negative,Trip travel trouble improve fight process require economy part idea.,2026-06-17T17:34:37.614041
b667186a-e8f5-4406-b135-15c179d5ae3d,51a13da8-a8ea-4b65-8c01-ee24a95649d8,d0647f7b-44e8-41e5-bb3d-da23e8514926,follow_up,neutral,Instead true but specific action mission near.,2026-05-01T06:01:49.096911
b7a0034f-7fbf-47cb-b271-37e32c235282,e966c890-0601-45bb-9efe-762eaecdd54d,2ef77b76-accf-428a-a6d8-0f70d4338ea6,email,negative,Difference scientist small late writer product production.,2026-09-01T11:06:36.496911
f68f7ebe-753c-4c91-89e7-86bccd0adba7,e966c890-0601-45bb-9efe-762eaecdd54d,2ef77b76-accf-428a-a6d8-0f70d4338ea6,meeting,neutral,Sing now system city once offer my analysis.,2026-09-01T10:29:04.490746
00da79dc-8c13-4e02-848c-9c08f84683bc,e966c890-0601-45bb-9efe-762eaecdd54d,2ef77b76-accf-428a-a6d8-0f70d4338ea6,email,positive,Film on significant including site best fact single career final dark also ahead.,2026-09-01T08:13:51.706329
f59c1a29-16ab-4730-a384-5564f605a28e,5a0ee326-6ab0-486d-a970-fa66b0d6c967,8547e13f-6396-4225-8628-1615c19b0085,demo,no_response,Yeah especially PM standard back rule look shake check.,2025-05-06T21:42:08.541832
7f26574b-7c22-4f09-9601-e7b07e312216,5a0ee326-6ab0-486d-a970-fa66b0d6c967,8547e13f-6396-4225-8628-1615c19b0085,demo,positive,After table enough choose yard theory amount might from common film group.,2025-11-12T19:25:01.644337
6fd9a2ab-0a74-4998-a525-92f7a92d2b31,5a0ee326-6ab0-486d-a970-fa66b0d6c967,8547e13f-6396-4225-8628-1615c19b0085,email,negative,You president chance control attention skill small past world law candidate color.,2025-09-23T05:48:31.359367
241909be-d800-4323-8480-bfc1097a432a,5a0ee326-6ab0-486d-a970-fa66b0d6c967,8547e13f-6396-4225-8628-1615c19b0085,follow_up,negative,Significant year court local reach game big college lawyer grow wrong attorney relationship best kid.,2026-05-13T01:58:09.094876
cb9b7a3b-bbdc-4f97-a604-e4509225ccc0,061761c2-89bf-4ced-bd6f-c91a24f416ef,2ef77b76-accf-428a-a6d8-0f70d4338ea6,email,positive,Hour become despite consider picture personal recent itself technology compare behind.,2026-07-28T18:10:51.935926
a8b7e6f3-1711-4e0b-a394-daf324929c94,061761c2-89bf-4ced-bd6f-c91a24f416ef,2ef77b76-accf-428a-a6d8-0f70d4338ea6,follow_up,positive,Evidence miss age over dog financial operation shoulder chance return technology though kind morning involve.,2026-09-01T00:36:06.590561
8dc66557-22a3-47ae-8c3c-2b104be5044c,061761c2-89bf-4ced-bd6f-c91a24f416ef,2ef77b76-accf-428a-a6d8-0f70d4338ea6,meeting,positive,Walk thought poor voice top from very mention small.,2026-08-20T22:15:31.395262
8b69359a-6dfe-4726-9f55-90e458b7edbe,061761c2-89bf-4ced-bd6f-c91a24f416ef,2ef77b76-accf-428a-a6d8-0f70d4338ea6,call,negative,Friend claim direction statement through second article reveal collection friend price almost Congress.,2026-08-17T05:54:26.179557
a7e7b7ed-68ad-459a-bdbf-83a0f79c1943,061761c2-89bf-4ced-bd6f-c91a24f416ef,2ef77b76-accf-428a-a6d8-0f70d4338ea6,follow_up,positive,Inside series mean building drive clearly fight able join could raise whole provide recently medical.,2026-08-03T02:50:01.480183
75f2e8d5-62de-4e7f-af48-825aa5e25324,4b1654f7-3cd0-40a0-b17a-2b15e82995a0,4325df50-f5bb-40f9-b7ce-c49797433601,email,neutral,Sometimes special help say dark keep ten across authority citizen.,2026-08-01T08:46:23.838128
4f3b512c-1651-4ac2-bc72-b781d1e0037f,4b1654f7-3cd0-40a0-b17a-2b15e82995a0,4325df50-f5bb-40f9-b7ce-c49797433601,call,positive,Pressure or enter on indeed yeah stage open team really animal.,2026-08-13T05:11:12.069734
afbb91a6-4fc2-45e5-bb0e-f112bda16809,4b1654f7-3cd0-40a0-b17a-2b15e82995a0,4325df50-f5bb-40f9-b7ce-c49797433601,demo,neutral,Difference beyond anyone line increase media window stock himself.,2026-08-09T05:56:57.921165
478efd7f-f3ad-4790-8ba4-400a9f00b566,909d050f-3085-4c74-99b3-15996da28d58,2ef77b76-accf-428a-a6d8-0f70d4338ea6,demo,neutral,Station bank beat team ten laugh free.,2024-11-12T01:30:19.224594
47251c8a-a194-4c4c-ba35-f843601010ad,909d050f-3085-4c74-99b3-15996da28d58,2ef77b76-accf-428a-a6d8-0f70d4338ea6,call,negative,Reality anyone describe stock bar likely understand stay much west year everyone join possible.,2026-05-08T17:44:07.904619
f06694dd-b62c-4c42-85bd-4c4fdbfd9caf,909d050f-3085-4c74-99b3-15996da28d58,2ef77b76-accf-428a-a6d8-0f70d4338ea6,demo,positive,Away form century city appear special whether south knowledge concern science consumer night explain keep.,2026-03-31T04:44:03.165843
d87b00b1-d3f9-41bc-a5fb-37e41114a4c7,909d050f-3085-4c74-99b3-15996da28d58,2ef77b76-accf-428a-a6d8-0f70d4338ea6,meeting,negative,Social boy whom phone wonder involve director seven.,2026-06-21T13:22:44.931177
a38ace43-9dd3-4a16-a8b9-471164ffbd74,909d050f-3085-4c74-99b3-15996da28d58,2ef77b76-accf-428a-a6d8-0f70d4338ea6,demo,neutral,Nation size quickly half plant box community parent program pass act relationship personal.,2026-02-07T15:20:15.992414
a4582b16-ae1a-42c2-9c53-8a3540584511,909d050f-3085-4c74-99b3-15996da28d58,2ef77b76-accf-428a-a6d8-0f70d4338ea6,demo,positive,Cultural team staff it instead fast decision event music success decision since cut.,2026-06-25T15:56:46.462785
d9a5f56b-9d8e-4a1a-95cb-fdd5cdf7c8b0,909d050f-3085-4c74-99b3-15996da28d58,2ef77b76-accf-428a-a6d8-0f70d4338ea6,follow_up,positive,Car event smile instead those stay bit wind.,2025-04-28T07:57:13.124434
e7da94a5-7096-4de3-a1b4-54b4df57d4bc,799ffbb9-b460-4bc9-ac29-5412effdc12a,ea172f7a-cf34-4511-9266-ac5337da8eca,meeting,positive,Generation little magazine short build scene interesting across technology huge generation or consumer model month.,2025-07-02T01:50:55.263485
32838741-870a-4e4c-a80a-8aa6289f4ed6,799ffbb9-b460-4bc9-ac29-5412effdc12a,ea172f7a-cf34-4511-9266-ac5337da8eca,follow_up,neutral,Fight stock market author development six anyone while doctor common attack station future amount relationship.,2025-12-04T16:05:36.117679
fde8c2b0-4f74-44dd-b536-6662a1a179ee,799ffbb9-b460-4bc9-ac29-5412effdc12a,ea172f7a-cf34-4511-9266-ac5337da8eca,follow_up,neutral,Wonder society though big owner after understand animal worker red possible develop memory within.,2026-03-05T16:06:18.781311
c4b3e8f5-0f5f-41b0-9a1d-eb44c588088f,799ffbb9-b460-4bc9-ac29-5412effdc12a,ea172f7a-cf34-4511-9266-ac5337da8eca,follow_up,negative,Great forget choice hour hair commercial sense station.,2025-07-16T06:07:19.792992
425088e5-d666-4678-8815-f0e22298bc73,799ffbb9-b460-4bc9-ac29-5412effdc12a,ea172f7a-cf34-4511-9266-ac5337da8eca,call,positive,Student tree part focus yard piece father child quickly area there name finally.,2026-07-25T15:56:42.336652
17271972-cd33-466b-a6ff-34dd48299d65,799ffbb9-b460-4bc9-ac29-5412effdc12a,ea172f7a-cf34-4511-9266-ac5337da8eca,call,neutral,Everyone information environment machine everything type radio loss firm consumer daughter store thank wide.,2025-11-13T15:36:39.118037
3a060cf7-78f7-4d70-adcd-36622de64a1f,a7f0888b-8cb7-4e3a-985a-449e2fc58baf,2ef77b76-accf-428a-a6d8-0f70d4338ea6,meeting,neutral,Skill measure nation play determine reason range reality agent ready wait trade stay.,2025-01-26T18:10:42.278024
bdb97681-6de6-4cfb-afce-3ad7d7ffa24c,a7f0888b-8cb7-4e3a-985a-449e2fc58baf,2ef77b76-accf-428a-a6d8-0f70d4338ea6,meeting,neutral,Wall yes all hospital gun different entire.,2026-02-16T16:11:03.654761
563a093b-febc-428b-890c-b1d3845e75dd,a7f0888b-8cb7-4e3a-985a-449e2fc58baf,2ef77b76-accf-428a-a6d8-0f70d4338ea6,email,neutral,Yard water simply glass stay put professional agreement although.,2025-04-02T04:09:45.005558
9fa227da-698c-4c4f-ac49-cc62f7e6d5aa,a7f0888b-8cb7-4e3a-985a-449e2fc58baf,2ef77b76-accf-428a-a6d8-0f70d4338ea6,demo,neutral,South again no cold spend agency animal boy score office particular.,2026-05-14T19:57:41.235708
23dad8c7-8603-4979-822a-44bd6dce0dcf,a7f0888b-8cb7-4e3a-985a-449e2fc58baf,2ef77b76-accf-428a-a6d8-0f70d4338ea6,call,positive,Everyone maybe manager support tax treatment marriage out job step visit type stuff wall from rule.,2024-12-19T01:20:03.575428
b43251b0-d989-4e09-889b-bb80958e4f59,a7f0888b-8cb7-4e3a-985a-449e2fc58baf,2ef77b76-accf-428a-a6d8-0f70d4338ea6,meeting,negative,Baby wife film general such manager owner cup mouth.,2025-07-15T10:36:56.650244
b91a97c0-2ab5-4c38-a6fc-e74b5e9c4c9e,a7f0888b-8cb7-4e3a-985a-449e2fc58baf,2ef77b76-accf-428a-a6d8-0f70d4338ea6,follow_up,positive,In very job station can suggest information growth upon growth important short nice.,2025-11-23T10:18:47.827100
977cb87f-f7b6-41cc-b748-d25f035fd18d,a7f0888b-8cb7-4e3a-985a-449e2fc58baf,2ef77b76-accf-428a-a6d8-0f70d4338ea6,follow_up,negative,Itself nearly citizen law when left sing.,2025-09-01T05:15:22.725838
c242ba92-5771-4f05-9dd5-b9e57ccd4740,a7f0888b-8cb7-4e3a-985a-449e2fc58baf,2ef77b76-accf-428a-a6d8-0f70d4338ea6,email,positive,Head teach remember child east better data fish.,2025-09-28T18:27:04.764322
d16cb85c-cbb6-4939-ab2d-991e7806074c,a7f0888b-8cb7-4e3a-985a-449e2fc58baf,2ef77b76-accf-428a-a6d8-0f70d4338ea6,follow_up,positive,Defense give body require bring reduce cup month deal four community modern message some natural wrong.,2025-11-18T20:33:13.561120
35b7444f-105b-4074-b3dc-fa325e109627,35a01a8a-a118-4cf8-a8e4-b40b5f033339,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,follow_up,neutral,Exist form daughter throw determine seek few same true free idea third central indicate reveal.,2024-07-10T19:50:29.946730
2c19a6a7-ad70-4282-9348-c65e6bb2f827,35a01a8a-a118-4cf8-a8e4-b40b5f033339,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,meeting,neutral,Hospital toward decade reality agency short sing.,2026-08-15T02:04:01.753028
d7aca60d-72ac-460d-bf1c-a2adb155aa12,35a01a8a-a118-4cf8-a8e4-b40b5f033339,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,follow_up,negative,Per low show instead story decade charge build positive lose huge financial soldier.,2024-05-02T19:06:09.723794
a7b2b9c0-5290-4e24-825f-c5479e286fd3,35a01a8a-a118-4cf8-a8e4-b40b5f033339,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,follow_up,positive,Effect defense business little list how first visit camera statement forget meet way perform market enough.,2025-05-20T23:05:30.133134
b5baa16c-e02a-4a65-b583-978e02ff900c,35a01a8a-a118-4cf8-a8e4-b40b5f033339,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,follow_up,positive,College fish perform situation also reflect character available party.,2025-12-20T13:01:25.686058
27678bdb-a989-4b56-8a0d-6df4f49552e1,35a01a8a-a118-4cf8-a8e4-b40b5f033339,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,call,positive,Campaign respond do future sit wife choose room they include local personal half artist.,2026-05-09T08:44:05.256096
90c70351-10f6-432f-8924-b497d4b8cf44,35a01a8a-a118-4cf8-a8e4-b40b5f033339,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,call,no_response,Land any fish along staff note economy easy structure would part key.,2024-08-29T09:56:29.845738
79245416-9ab7-4842-921d-f27e9cbc86ef,a6dea3e5-dbbc-4fac-8720-abe0ee8b8e9b,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,meeting,negative,Financial situation international including will drive eye window live.,2026-03-11T20:39:43.261946
bbfa8df5-10a4-41ca-8157-3776e29f2d5b,a6dea3e5-dbbc-4fac-8720-abe0ee8b8e9b,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,call,neutral,In write tell control evening rate now away bed.,2026-04-06T21:00:00.880163
42e121fd-5da1-419e-b2fc-a880ceb6e69d,a6dea3e5-dbbc-4fac-8720-abe0ee8b8e9b,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,meeting,no_response,Somebody fish safe teach so fund manager but instead.,2025-11-01T09:49:03.315016
54ddb5d6-a5cd-419e-be37-bbbbb5da2081,a6dea3e5-dbbc-4fac-8720-abe0ee8b8e9b,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,follow_up,neutral,Prove would fear he security amount fact family.,2025-07-01T04:45:50.968637
6a6de7c8-2d71-4c40-8950-e81e32455361,a6dea3e5-dbbc-4fac-8720-abe0ee8b8e9b,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,call,neutral,Response rest note office since state treat society task again compare including letter.,2025-08-31T03:49:59.662119
c762e606-91af-4933-85ea-b5ab0b24a444,a6dea3e5-dbbc-4fac-8720-abe0ee8b8e9b,fb4b68c4-c49f-4542-97c5-75f5cdae7f13,email,neutral,Piece data organization energy late size building fight issue sign low assume small join.,2025-08-08T23:52:27.155951
eda09abc-a047-4bea-8d0d-995d722e58c3,f41cb9c0-ecbc-4b15-aabc-f854e16c0402,ea172f7a-cf34-4511-9266-ac5337da8eca,follow_up,neutral,Threat cultural kitchen energy technology exactly station report can film figure kind specific blue anyone staff.,2024-12-23T15:08:20.342695
1c17ab73-c472-4ccb-9b68-26b9daf58b18,f41cb9c0-ecbc-4b15-aabc-f854e16c0402,ea172f7a-cf34-4511-9266-ac5337da8eca,demo,positive,Deep million remember hold discover industry push voice loss individual myself clearly.,2024-05-01T14:49:52.452704
