id,name,industry,employee_count,annual_revenue
47d0c3d7-1f3d-4a31-8b88-1a517de69cdc,Bush-Fuller,SaaS,1000,368132852.22
5aff2d7b-f7fa-462e-b829-c2cda491b5f7,Spencer-Allison,SaaS,5000,157488800.08
21dd1255-9569-4e4e-bbac-1c1d529c9d5e,"Henry, Rich and Richards",SaaS,1000,238917470.04
6eca7858-6a64-4730-b25d-b3be053578d4,"Burke, Sullivan and Williamson",Logistics,1000,79558931.24
d6645794-8637-4d25-981f-777c1590c560,"Chase, Peterson and Johnson",Manufacturing,50,425819930.13
dffcb83e-7b6d-4ef4-b91b-305dace03002,Davis-Dyer,SaaS,1000,34912470.82
261eed90-fb1f-4769-9fb4-3bbce22a2c1f,Roach-Lee,Logistics,100,202484000.11
b9ca3c50-c93c-4fb2-8a68-5e2a3776f762,Quinn-Hernandez,Manufacturing,100,289880609.7
d7c33f30-7525-4f34-a487-e10e550993a7,Ryan-Jones,SaaS,1000,41909719.34
b21c6c29-1565-49dc-aee5-11fcaaac9253,"Cisneros, Garner and Lopez",Media,1000,283048235.0
4e0d3a0d-dc65-4214-8244-e01ae2b5291a,"Blair, Martin and Fox",Finance,250,102925340.51
98491242-b616-4f46-8fce-b6a67b49ea31,Wyatt-Lee,Media,250,120104290.36
da3b1070-1aeb-4e4d-9690-f3ecd3935cb7,Smith-Elliott,Retail,100,336173421.26
45526536-a4be-4c7a-81f8-dea3a55bfa60,Nichols-Moreno,Finance,500,158772420.94
a5b06109-e99c-47ff-a8db-db9512b50663,"Davis, Horne and Walker",Logistics,50,5648412.99
108d8190-b1ec-4062-9db8-6e5905c0ee6b,Thompson Ltd,Manufacturing,1000,498052127.48
eee5a312-84bb-4edf-aba3-1baeb3040a17,Winters and Sons,SaaS,1000,107364001.82
f64ff263-0c27-47ca-8d00-c3f76e94a305,Zhang LLC,Finance,100,466696429.62
4a471bab-84c9-41f7-a68d-66e6cbfe293c,Hoover Inc,SaaS,100,185394017.28
d0779850-b5f6-41cb-83c6-ca3105d765d6,Cameron Group,Healthcare,500,417038732.37
3f59c487-8873-4ea3-b266-45400a81ea07,"Smith, Roberts and Crawford",Media,250,306227205.1
6a41fa58-46c3-4a59-8aac-a92a30b8b49e,"Brown, Fox and Armstrong",Logistics,5000,264941405.61
72e65d63-8436-4e8b-96af-c7b78673fda3,Massey Group,Media,10000,277746538.96
6d1ece31-0fa3-4394-8bfe-a17c9a5d8901,"Thomas, Cruz and Wright",Media,50,469526071.96
f54fe891-19e7-4e06-adad-92bf232ea0a3,"Harris, Sutton and Vincent",Healthcare,250,58598906.54
7c9836e6-8d7c-48a7-80e3-d30f80344033,"Hunt, Rodriguez and Dodson",SaaS,5000,277058596.8
30052b8b-ffe7-4a95-93d5-e811ec42ee58,Dougherty Ltd,Finance,250,302810083.69
5242add0-8e30-4f9b-bdc4-ce5340686bb6,Webb-Lee,Media,250,102595058.85
1df4d81f-4899-40cd-a7d4-23a2dc05e2ae,"Hayes, Smith and Hamilton",Media,10000,132727966.91
568a5d79-0e7e-4bf8-a970-792e87b6dd78,"Sanders, Mccann and Cruz",Retail,250,452762909.05
a0705d05-ebfe-49ca-ab4c-6a0aacd35622,Lin Inc,Logistics,50,47056935.39
33d710c3-1e7d-4c66-b458-9a67b5dd5959,Walker-Anderson,Retail,10000,139063431.76
6ceed6ed-57f6-4e57-931c-d8416a606044,Burke-Zhang,SaaS,250,385788492.29
842984e5-8c7f-421d-be07-5308a00cb7d8,Harding Ltd,Media,250,81629406.16
17a50cb3-8885-4fea-97ed-e157f340556e,Rivera-Davis,Retail,1000,353128055.93
b8010e99-e386-4f09-a668-e8b4ef8c97a5,Pope Group,Manufacturing,50,56825066.41
21a0534d-e53a-4036-b9a0-cd64929fb78c,"Castaneda, Cobb and Clark",Media,100,273249554.31
6e71f02b-d389-4fdf-8d49-d1ac773f9734,Eaton-Perez,Logistics,250,291672273.68
44977a15-897a-4f24-9cf9-a96274dcf43c,Carlson-Ferguson,Healthcare,500,64595314.12
b2bb1f47-7dc0-4346-baa5-5347f4513b81,Leach-Briggs,Finance,250,449591762.88
59962f38-3acf-4853-a5b4-10d223a52aee,"Hamilton, Ortiz and Martinez",Logistics,10000,20907544.18
65445953-c22c-4356-ab56-6c43160705cd,Thomas Ltd,Finance,100,341351277.47
