id,rep_id,period,grain,revenue,quota,attainment_pct,snapshot_date
7df4018c-3bf7-4a60-b3c7-8771070318b0,2f57768e-edff-4eae-9153-eaeca2be9514,2024-02,monthly,3726.06,4456.41,83.6113,2026-09-01
32dda776-7707-4ace-936d-0d9edc5288f2,2f57768e-edff-4eae-9153-eaeca2be9514,2024-03,monthly,3726.06,4456.41,83.6113,2026-09-01
5991b246-ae49-4a74-a701-030e645984c6,2f57768e-edff-4eae-9153-eaeca2be9514,2024-04,monthly,6666.82,8738.62,76.2915,2026-09-01
73eab1f4-afb1-4806-bb78-004da65c9a96,2f57768e-edff-4eae-9153-eaeca2be9514,2024-05,monthly,6819.79,8738.62,78.042,2026-09-01
630c2861-390e-4186-85ca-f12147c87833,2f57768e-edff-4eae-9153-eaeca2be9514,2024-06,monthly,7549.99,8738.62,86.398,2026-09-01
175e0e4f-d3da-4b18-9b9b-f8bea0e0038d,2f57768e-edff-4eae-9153-eaeca2be9514,2024-07,monthly,7128.41,6825.68,104.4352,2026-09-01
4120fe97-33df-4e82-b990-d2ff9e079833,2f57768e-edff-4eae-9153-eaeca2be9514,2024-08,monthly,7549.99,6825.68,110.6116,2026-09-01
26da7df4-c06f-419a-a754-ba13ee84bcba,2f57768e-edff-4eae-9153-eaeca2be9514,2024-09,monthly,7549.99,6825.68,110.6116,2026-09-01
ee819acb-e181-4bd3-b10a-5391bc584f05,2f57768e-edff-4eae-9153-eaeca2be9514,2024-10,monthly,7549.99,6860.39,110.0519,2026-09-01
8ae1b665-213b-4a6f-bfdb-162c77afe0c9,2f57768e-edff-4eae-9153-eaeca2be9514,2024-11,monthly,7549.99,6860.39,110.0519,2026-09-01
a2fb6c53-9591-4d8b-be79-d2d6ac7a92d4,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2026-02,monthly,11988.55,11158.64,107.4374,2026-09-01
eb76763f-0e2e-4ab1-ac9c-f0addf8a0ecc,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2026-03,monthly,18886.79,11158.64,169.2571,2026-09-01
1361642a-ae2b-45c3-9145-1f4b0bf69f3c,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2026-04,monthly,18886.79,22709.52,83.1668,2026-09-01
1d2357fd-2f38-47cf-9dd3-443550fbc1e7,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2026-05,monthly,17961.63,22709.52,79.0929,2026-09-01
7848b498-588e-49d8-a527-5406df4d44a5,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2026-06,monthly,20911.83,22709.52,92.084,2026-09-01
0816a81e-d8eb-4ce3-ba5c-fb5edcf9f86c,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2026-07,monthly,20911.83,15247.93,137.1453,2026-09-01
f4edea22-aa58-4c78-ab74-452429e8a001,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2026-08,monthly,14712.48,15247.93,96.4884,2026-09-01
8bd56e11-03e8-46d2-9697-0ed1d103ccd2,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2026-09,monthly,12113.98,15247.93,79.4467,2026-09-01
c6b37f2b-b4ac-4a50-8ef9-8ef6b7a9aab4,9895fd25-57cb-467c-b4fe-dab4d011b85f,2026-02,monthly,7936.34,11269.05,70.426,2026-09-01
1fbbbbf0-5f65-4a97-8472-cbd1e96df425,9895fd25-57cb-467c-b4fe-dab4d011b85f,2026-03,monthly,8757.46,11269.05,77.7125,2026-09-01
6b16d7e0-d4f5-41d1-bc62-ee1368a9557f,9895fd25-57cb-467c-b4fe-dab4d011b85f,2026-04,monthly,12573.5,11305.11,111.2196,2026-09-01
db2f6bfc-0455-4612-b763-a5e4be5c8a5b,9895fd25-57cb-467c-b4fe-dab4d011b85f,2026-05,monthly,12573.5,11305.11,111.2196,2026-09-01
48142ce3-0c08-4597-bbe9-c806536f5e91,9895fd25-57cb-467c-b4fe-dab4d011b85f,2026-06,monthly,11637.09,11305.11,102.9365,2026-09-01
59508226-f14e-4cae-9a8c-d4123aa20a09,9895fd25-57cb-467c-b4fe-dab4d011b85f,2026-07,monthly,11636.14,11515.43,101.0482,2026-09-01
b5d24bbe-d2f4-47b0-ad3b-71518cda68ec,9895fd25-57cb-467c-b4fe-dab4d011b85f,2026-08,monthly,12573.5,11515.43,109.1883,2026-09-01
00983f90-016a-432f-95bd-7592da5ac27e,9895fd25-57cb-467c-b4fe-dab4d011b85f,2026-09,monthly,9631.44,11515.43,83.6394,2026-09-01
504708da-a939-4484-bc2a-84b230b79135,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2026-05,monthly,16557.05,15350.51,107.8599,2026-09-01
97b58aa6-5057-4895-812c-5ae25b5c82fb,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2026-06,monthly,18097.44,15350.51,117.8947,2026-09-01
07500070-cfd0-4656-ab85-7d4857930c63,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2026-07,monthly,18965.52,16927.07,112.0425,2026-09-01
40ee6bd6-9313-4dd0-80a3-04115f8cac21,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2026-08,monthly,16918.24,16927.07,99.9478,2026-09-01
ff0d80c7-b9ef-433a-a222-d2007e1437c7,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2026-09,monthly,20281.95,16927.07,119.8196,2026-09-01
51dad6f2-4a52-4f3f-8d65-2ba197ee5392,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2023-12,monthly,7249.71,3758.82,192.8718,2026-09-01
21f2959a-c975-46aa-bc7c-506ccce4afa3,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2024-01,monthly,10040.59,11673.6,86.0111,2026-09-01
18f3689a-502b-4520-8040-12ac05eb7e36,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2024-02,monthly,10040.59,11673.6,86.0111,2026-09-01
53851973-277e-4972-8f42-f32a8154968d,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2024-03,monthly,10221.37,11673.6,87.5597,2026-09-01
726448f2-095e-4241-af50-17da3b326276,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2024-04,monthly,14165.37,13567.41,104.4073,2026-09-01
0bdeb5a7-ec9d-4d5e-b79f-ca2b6cf1b431,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2024-05,monthly,14165.37,13567.41,104.4073,2026-09-01
88ea3776-acbb-4ab1-8fcd-45e8597e14b6,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2024-06,monthly,14165.37,13567.41,104.4073,2026-09-01
cc6f8747-c3d4-46ed-979f-e0a6820fa4fc,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2024-07,monthly,13593.71,25125.57,54.1031,2026-09-01
6e7af918-9f5f-4199-ba97-3fc007e395e3,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2024-08,monthly,14165.37,25125.57,56.3783,2026-09-01
7f25eca5-85f5-4047-8733-ccef93aa361e,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2024-09,monthly,14165.37,25125.57,56.3783,2026-09-01
f6c6715a-48c6-4950-ba6f-6856e10a61b0,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2024-10,monthly,14165.37,13834.35,102.3927,2026-09-01
16d47762-2da2-42fd-9fd9-6b88853eb467,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2024-11,monthly,9698.49,13834.35,70.1044,2026-09-01
c3b3c580-0a54-4e21-8439-8a4e5c7eb99f,e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2024-06,monthly,3659.14,4300.79,85.0806,2026-09-01
099d24b6-caf6-4c02-ad8d-46a6e000f548,e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2024-07,monthly,3659.14,3349.17,109.2552,2026-09-01
2030cc2c-691b-4323-a793-4b6dc7de1dbc,e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2024-08,monthly,3659.14,3349.17,109.2552,2026-09-01
f275ad27-f690-4faa-9216-e6dc54aec8b9,e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2024-09,monthly,3659.14,3349.17,109.2552,2026-09-01
0beb0b2f-1750-4343-a042-78887eda4d9e,e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2024-10,monthly,3659.14,2142.1,170.8205,2026-09-01
c96f07b5-fe3e-4e85-b6ad-8dd9c17b58d1,e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2024-11,monthly,3358.68,2142.1,156.794,2026-09-01
488605a9-9629-4a86-b416-bb91f72933a2,e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2024-12,monthly,1250.1,2142.1,58.3587,2026-09-01
6606c681-ba90-45c5-8c36-9bf79351775c,e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2025-01,monthly,1250.1,1131.97,110.4355,2026-09-01
6c73649f-eab8-4e29-a252-b01c69a9c451,e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2025-02,monthly,1250.1,1131.97,110.4355,2026-09-01
a109f935-e20f-48c3-9ef9-7d6d9d078935,e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2025-03,monthly,1250.1,1131.97,110.4355,2026-09-01
42326c8e-7f0b-46dc-847d-d36fb2d9fbe4,e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2025-04,monthly,1250.1,796.79,156.8914,2026-09-01
2e78461c-8dcc-42c8-abf4-ee534d89552d,e6e3da5c-10ac-46fc-bbd8-7e5378e7d631,2025-05,monthly,1250.1,796.79,156.8914,2026-09-01
d2051cd9-a7ec-44eb-8b35-634fac464897,2f57768e-edff-4eae-9153-eaeca2be9514,2024-12,monthly,7117.64,6860.39,103.7497,2026-09-01
b1e8d8ae-b101-4380-8345-e83961959cbe,e86a69d9-3595-4c07-9821-248f968e091d,2024-07,monthly,5421.67,4711.02,115.0849,2026-09-01
d10c927a-0a55-438e-b5bd-e99b5ee8c991,e86a69d9-3595-4c07-9821-248f968e091d,2024-08,monthly,5421.67,4711.02,115.0849,2026-09-01
410dbf15-3e7b-43dd-9ac1-8ad3a7b9d579,e86a69d9-3595-4c07-9821-248f968e091d,2024-09,monthly,5861.94,4711.02,124.4305,2026-09-01
e3ae3579-a3ab-4fae-9cd9-359a7ddab37f,e86a69d9-3595-4c07-9821-248f968e091d,2024-10,monthly,5421.67,5496.15,98.6449,2026-09-01
6c49b399-102e-41e3-ab38-d82a69fe732d,e86a69d9-3595-4c07-9821-248f968e091d,2024-11,monthly,5421.67,5496.15,98.6449,2026-09-01
05c31b2e-09db-4ad9-aee0-b489b4bb4acd,e86a69d9-3595-4c07-9821-248f968e091d,2024-12,monthly,5421.67,5496.15,98.6449,2026-09-01
8632500a-2100-464f-b595-502af6f8522f,e86a69d9-3595-4c07-9821-248f968e091d,2025-01,monthly,4685.92,6118.32,76.5883,2026-09-01
b040de9d-1399-4e25-91b1-6bf5a9f4623d,e86a69d9-3595-4c07-9821-248f968e091d,2025-02,monthly,6040.44,6118.32,98.7271,2026-09-01
970b373e-a84c-4dc2-aad2-d5f8455c2b6a,e86a69d9-3595-4c07-9821-248f968e091d,2025-03,monthly,9906.29,6118.32,161.9119,2026-09-01
590e4dd3-238f-4723-a120-a2c0eb361824,e86a69d9-3595-4c07-9821-248f968e091d,2025-04,monthly,9906.29,9512.21,104.1429,2026-09-01
985e9b74-c5d1-409f-bc65-1a0a2e9a7e6f,e86a69d9-3595-4c07-9821-248f968e091d,2025-05,monthly,9906.29,9512.21,104.1429,2026-09-01
535cb25f-beae-42d3-83ac-294339366984,e86a69d9-3595-4c07-9821-248f968e091d,2025-06,monthly,9906.29,9512.21,104.1429,2026-09-01
595bbd04-c5fe-4c76-a2ff-a833cbd34bbd,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2026-01,monthly,13168.32,7964.24,165.3431,2026-09-01
fab757fc-08ab-44e0-85b9-58633dfefbb3,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2026-02,monthly,11355.27,7964.24,142.5782,2026-09-01
165f258c-59c7-4a76-85fe-c34dc13e9215,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2026-03,monthly,11355.27,7964.24,142.5782,2026-09-01
ba9f6b88-052f-425b-bd3e-4a92e102461c,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2025-01,monthly,12151.91,19081.16,63.6854,2026-09-01
54f38860-7fee-4de1-93a4-8c11fbc0157a,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2025-02,monthly,11559.79,19081.16,60.5822,2026-09-01
9b5c9771-fa24-46c2-a551-af01d4a16dfd,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2025-03,monthly,11841.97,19081.16,62.0611,2026-09-01
ad0f81ac-80ac-4679-bbd6-1f60fc7bbbe5,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2025-04,monthly,11559.79,10729.0,107.7434,2026-09-01
8d3722c0-9251-43aa-a050-7d869ac487a4,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2025-05,monthly,12082.0,10729.0,112.6107,2026-09-01
ea1fda6c-40fd-4e31-a024-faa15a8e8566,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2025-06,monthly,7550.71,10729.0,70.3767,2026-09-01
df176d5d-f7cb-48c8-94c1-d26333c0f784,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2025-07,monthly,7550.71,8882.36,85.0079,2026-09-01
93936313-a22e-4700-895d-e16231789b34,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2025-08,monthly,9278.33,8882.36,104.4579,2026-09-01
1e95febb-6654-4024-8999-76e4c57f4b34,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2025-09,monthly,6470.65,8882.36,72.8483,2026-09-01
9693ebad-6839-4d12-b00c-3d4af8faca5e,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2025-10,monthly,6470.65,7709.03,83.936,2026-09-01
41d624b6-62fc-4b27-aef1-dc4d6897a1a3,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2025-11,monthly,6298.93,7709.03,81.7085,2026-09-01
7c52ccc7-8b4f-4716-b879-885eab59e9ba,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2025-12,monthly,9382.78,7709.03,121.7116,2026-09-01
72247160-452e-4c1e-ad63-300b192154fb,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2025-09,monthly,8797.85,4776.56,184.188,2026-09-01
f0dee0cf-64ef-41bf-9210-227866f0676b,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2025-10,monthly,8797.85,8373.44,105.0686,2026-09-01
f1d54c0a-585d-4054-91b7-64dbc594c7de,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2025-11,monthly,8337.52,8373.44,99.5711,2026-09-01
424a08d2-1ea8-4b51-abd7-a30dadc8558c,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2025-12,monthly,8797.85,8373.44,105.0686,2026-09-01
5a178c7d-79de-4725-b00f-0ebfe4036d45,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2026-01,monthly,9509.06,11158.64,85.217,2026-09-01
d6c9698f-3166-4193-8e49-9f779b9c45f6,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2024-07,monthly,2923.34,2168.42,134.8141,2026-09-01
b47918a6-35f2-4319-b14a-c88c5970d764,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2024-08,monthly,3257.01,2168.42,150.2018,2026-09-01
4b5ab387-4553-4e80-9f06-dabf452e79d0,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2024-09,monthly,3257.01,2168.42,150.2018,2026-09-01
41580008-b456-42bf-9ca0-8f94b153f92f,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2024-10,monthly,2947.46,3041.33,96.9135,2026-09-01
a2df8325-deb9-4cc6-b0ff-07f5256f5f95,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2024-11,monthly,3257.01,3041.33,107.0916,2026-09-01
35b295e2-786e-4563-bef8-bf459ecf3860,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2024-12,monthly,3257.01,3041.33,107.0916,2026-09-01
3f60f6d3-a49f-47c6-bb4a-66cb823d0cb6,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2025-01,monthly,3257.01,3169.15,102.7725,2026-09-01
2a5e3d3a-fcbc-40b7-9340-237a3e3f7791,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2025-02,monthly,3257.01,3169.15,102.7725,2026-09-01
d4c80357-0225-4375-9d20-8dec4a716ddd,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2025-03,monthly,3257.01,3169.15,102.7725,2026-09-01
29f9a371-729a-4e44-ad2b-71069549a73b,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2025-04,monthly,3257.01,2660.97,122.3992,2026-09-01
f0a35c53-b824-4bf2-a80d-47a60ea48193,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2025-05,monthly,3027.84,2660.97,113.7869,2026-09-01
83c18516-0e9b-4a07-99d9-a213f8a75c12,ec847390-1f72-4f2c-aece-d6c8a794b9e6,2025-06,monthly,3257.01,2660.97,122.3992,2026-09-01
a3166cd8-0fd3-4df2-bca5-f6d7c3af64a1,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2025-04,monthly,3906.56,2800.26,139.5072,2026-09-01
cabf3b61-a787-4ede-8ac4-115805687410,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2025-05,monthly,3906.56,2800.26,139.5072,2026-09-01
00617ac0-4ed5-4a6b-a2b6-12aa9bce5be4,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2025-06,monthly,3405.89,2800.26,121.6278,2026-09-01
be45a033-288a-451a-ac18-c217f50dac87,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2025-07,monthly,6765.75,5506.01,122.8793,2026-09-01
cdbb26e4-0d76-4252-9696-a34d5f16a2f6,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2025-08,monthly,8489.36,5506.01,154.1834,2026-09-01
14e301bf-8ce6-4c6d-82c0-44e0b70ada65,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2025-09,monthly,9380.19,5506.01,170.3626,2026-09-01
a9a8418f-492a-4cab-89ab-2a30a2f11b8d,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2025-10,monthly,11013.43,7723.28,142.6005,2026-09-01
e16b3619-fdeb-4748-9266-cfc0b991c94d,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2025-11,monthly,11485.52,7723.28,148.713,2026-09-01
bf0863b2-cb32-4c38-ad83-a0f79fcb6a69,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2025-12,monthly,11485.52,7723.28,148.713,2026-09-01
daefeecc-55fd-4a7c-b461-31d42d6d36ca,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2024-12,monthly,5997.68,13834.35,43.3535,2026-09-01
0b01fc52-c820-46d6-be9c-27226f9a343a,29452830-c830-41dc-bde2-225c35008a56,2026-01,monthly,4976.29,5509.58,90.3207,2026-09-01
a9ab6db0-3c71-46d6-9547-99a1e8ea412f,29452830-c830-41dc-bde2-225c35008a56,2026-02,monthly,5849.32,5509.58,106.1664,2026-09-01
34a46dbc-75bf-40a1-a369-17d93ea7a1f7,29452830-c830-41dc-bde2-225c35008a56,2026-03,monthly,5849.32,5509.58,106.1664,2026-09-01
2a8c82bc-8c43-4e55-a485-1492260521c1,29452830-c830-41dc-bde2-225c35008a56,2026-04,monthly,5849.32,4197.77,139.3435,2026-09-01
08201ebb-2477-45b5-a950-675393eac74b,29452830-c830-41dc-bde2-225c35008a56,2026-05,monthly,6893.72,4197.77,164.2234,2026-09-01
74f99369-9222-4646-89a9-30a289caff97,29452830-c830-41dc-bde2-225c35008a56,2026-06,monthly,6893.72,4197.77,164.2234,2026-09-01
5713a7b6-7682-4df7-a134-5ff888ebc403,29452830-c830-41dc-bde2-225c35008a56,2026-07,monthly,7672.61,5294.15,144.9261,2026-09-01
f0da68a5-ff5b-48d3-8f4a-0d4667f4cf72,29452830-c830-41dc-bde2-225c35008a56,2026-08,monthly,8413.84,5294.15,158.927,2026-09-01
239495b2-89de-4515-8b93-0ccde0bbf7a0,29452830-c830-41dc-bde2-225c35008a56,2026-09,monthly,8984.03,5294.15,169.6972,2026-09-01
9cc38d42-d012-410c-9919-63fcef0619c6,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2024-09,monthly,7136.42,5577.15,127.9581,2026-09-01
778a952d-d019-4b63-9cb7-c09f74ec53c8,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2024-10,monthly,7136.42,4930.33,144.7452,2026-09-01
470a9f3b-cbc9-4dff-8528-f77dccffaa43,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2024-11,monthly,7136.42,4930.33,144.7452,2026-09-01
3a779f12-6b8c-4ae4-9624-cef3ef8aa6b9,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2024-12,monthly,7136.42,4930.33,144.7452,2026-09-01
29cc5a58-83de-44a1-92c3-d7ac520ff5ce,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2023-11,monthly,4466.88,3758.82,118.8372,2026-09-01
6b26290a-6b99-43fb-8987-de053eb9ce66,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2025-01,monthly,4124.78,8359.5,49.3424,2026-09-01
7a270c9f-da3a-4f18-96ca-f5904387b336,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2025-02,monthly,6733.6,8359.5,80.5503,2026-09-01
efc01053-94ef-472f-8c21-64066d027e31,f61e3218-5e2d-439b-8b66-aad1cb7e037e,2025-03,monthly,5937.83,8359.5,71.0309,2026-09-01
371a7c84-3883-4807-929d-570ef6042448,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2024-06,monthly,4009.08,1600.29,250.5216,2026-09-01
376449f3-ba91-4b8f-b7dd-203b8cb2475d,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2024-07,monthly,4009.08,5577.15,71.884,2026-09-01
854c3a63-a83b-46b7-8a0f-01539715db70,0cbf9a48-fbf3-4c51-b5ec-ac820e68f0b5,2024-08,monthly,4030.99,5577.15,72.2768,2026-09-01
