rep_id,period,months_since_hire,ramp_factor,quota_at_ramp,full_quota,is_ramping
248abef5-bdf3-44b7-ba1c-a83da97bce81,2026-03,81,1.0,50000.0,50000.0,false
248abef5-bdf3-44b7-ba1c-a83da97bce81,2026-02,80,1.0,50000.0,50000.0,false
248abef5-bdf3-44b7-ba1c-a83da97bce81,2026-01,79,1.0,50000.0,50000.0,false
248abef5-bdf3-44b7-ba1c-a83da97bce81,2025-12,78,1.0,50000.0,50000.0,false
248abef5-bdf3-44b7-ba1c-a83da97bce81,2025-11,77,1.0,50000.0,50000.0,false
248abef5-bdf3-44b7-ba1c-a83da97bce81,2025-10,76,1.0,50000.0,50000.0,false
248abef5-bdf3-44b7-ba1c-a83da97bce81,2025-09,75,1.0,50000.0,50000.0,false
248abef5-bdf3-44b7-ba1c-a83da97bce81,2025-08,74,1.0,50000.0,50000.0,false
c871c852-11fd-4dcb-8e0a-305264beb2b2,2026-07,49,1.0,50000.0,50000.0,false
c871c852-11fd-4dcb-8e0a-305264beb2b2,2026-06,48,1.0,50000.0,50000.0,false
c871c852-11fd-4dcb-8e0a-305264beb2b2,2026-05,47,1.0,50000.0,50000.0,false
c871c852-11fd-4dcb-8e0a-305264beb2b2,2026-04,46,1.0,50000.0,50000.0,false
c871c852-11fd-4dcb-8e0a-305264beb2b2,2026-03,45,1.0,50000.0,50000.0,false
c871c852-11fd-4dcb-8e0a-305264beb2b2,2026-02,44,1.0,50000.0,50000.0,false
c871c852-11fd-4dcb-8e0a-305264beb2b2,2026-01,43,1.0,50000.0,50000.0,false
c871c852-11fd-4dcb-8e0a-305264beb2b2,2025-12,42,1.0,50000.0,50000.0,false
c871c852-11fd-4dcb-8e0a-305264beb2b2,2025-11,41,1.0,50000.0,50000.0,false
c871c852-11fd-4dcb-8e0a-305264beb2b2,2025-10,40,1.0,50000.0,50000.0,false
c871c852-11fd-4dcb-8e0a-305264beb2b2,2025-09,39,1.0,50000.0,50000.0,false
c871c852-11fd-4dcb-8e0a-305264beb2b2,2025-08,38,1.0,50000.0,50000.0,false
97b42328-e8b1-47d8-b18a-fd9db794cf35,2026-07,44,1.0,50000.0,50000.0,false
97b42328-e8b1-47d8-b18a-fd9db794cf35,2026-06,43,1.0,50000.0,50000.0,false
97b42328-e8b1-47d8-b18a-fd9db794cf35,2026-05,42,1.0,50000.0,50000.0,false
97b42328-e8b1-47d8-b18a-fd9db794cf35,2026-04,41,1.0,50000.0,50000.0,false
97b42328-e8b1-47d8-b18a-fd9db794cf35,2026-03,40,1.0,50000.0,50000.0,false
97b42328-e8b1-47d8-b18a-fd9db794cf35,2026-02,39,1.0,50000.0,50000.0,false
97b42328-e8b1-47d8-b18a-fd9db794cf35,2026-01,38,1.0,50000.0,50000.0,false
97b42328-e8b1-47d8-b18a-fd9db794cf35,2025-12,37,1.0,50000.0,50000.0,false
97b42328-e8b1-47d8-b18a-fd9db794cf35,2025-11,36,1.0,50000.0,50000.0,false
97b42328-e8b1-47d8-b18a-fd9db794cf35,2025-10,35,1.0,50000.0,50000.0,false
97b42328-e8b1-47d8-b18a-fd9db794cf35,2025-09,34,1.0,50000.0,50000.0,false
97b42328-e8b1-47d8-b18a-fd9db794cf35,2025-08,33,1.0,50000.0,50000.0,false
926747b3-0605-45e2-b8d0-fcc92bbf0bed,2026-07,76,1.0,50000.0,50000.0,false
926747b3-0605-45e2-b8d0-fcc92bbf0bed,2026-06,75,1.0,50000.0,50000.0,false
926747b3-0605-45e2-b8d0-fcc92bbf0bed,2026-05,74,1.0,50000.0,50000.0,false
926747b3-0605-45e2-b8d0-fcc92bbf0bed,2026-04,73,1.0,50000.0,50000.0,false
926747b3-0605-45e2-b8d0-fcc92bbf0bed,2026-03,72,1.0,50000.0,50000.0,false
926747b3-0605-45e2-b8d0-fcc92bbf0bed,2026-02,71,1.0,50000.0,50000.0,false
926747b3-0605-45e2-b8d0-fcc92bbf0bed,2026-01,70,1.0,50000.0,50000.0,false
926747b3-0605-45e2-b8d0-fcc92bbf0bed,2025-12,69,1.0,50000.0,50000.0,false
926747b3-0605-45e2-b8d0-fcc92bbf0bed,2025-11,68,1.0,50000.0,50000.0,false
926747b3-0605-45e2-b8d0-fcc92bbf0bed,2025-10,67,1.0,50000.0,50000.0,false
926747b3-0605-45e2-b8d0-fcc92bbf0bed,2025-09,66,1.0,50000.0,50000.0,false
926747b3-0605-45e2-b8d0-fcc92bbf0bed,2025-08,65,1.0,50000.0,50000.0,false
6f429a5c-b62b-484b-ac7a-28f39d560dbd,2026-07,54,1.0,50000.0,50000.0,false
6f429a5c-b62b-484b-ac7a-28f39d560dbd,2026-06,53,1.0,50000.0,50000.0,false
6f429a5c-b62b-484b-ac7a-28f39d560dbd,2026-05,52,1.0,50000.0,50000.0,false
6f429a5c-b62b-484b-ac7a-28f39d560dbd,2026-04,51,1.0,50000.0,50000.0,false
6f429a5c-b62b-484b-ac7a-28f39d560dbd,2026-03,50,1.0,50000.0,50000.0,false
6f429a5c-b62b-484b-ac7a-28f39d560dbd,2026-02,49,1.0,50000.0,50000.0,false
6f429a5c-b62b-484b-ac7a-28f39d560dbd,2026-01,48,1.0,50000.0,50000.0,false
6f429a5c-b62b-484b-ac7a-28f39d560dbd,2025-12,47,1.0,50000.0,50000.0,false
6f429a5c-b62b-484b-ac7a-28f39d560dbd,2025-11,46,1.0,50000.0,50000.0,false
6f429a5c-b62b-484b-ac7a-28f39d560dbd,2025-10,45,1.0,50000.0,50000.0,false
6f429a5c-b62b-484b-ac7a-28f39d560dbd,2025-09,44,1.0,50000.0,50000.0,false
6f429a5c-b62b-484b-ac7a-28f39d560dbd,2025-08,43,1.0,50000.0,50000.0,false
03047d55-6b0c-4ed2-ade3-e979453d38ea,2026-07,57,1.0,50000.0,50000.0,false
03047d55-6b0c-4ed2-ade3-e979453d38ea,2026-06,56,1.0,50000.0,50000.0,false
03047d55-6b0c-4ed2-ade3-e979453d38ea,2026-05,55,1.0,50000.0,50000.0,false
03047d55-6b0c-4ed2-ade3-e979453d38ea,2026-04,54,1.0,50000.0,50000.0,false
03047d55-6b0c-4ed2-ade3-e979453d38ea,2026-03,53,1.0,50000.0,50000.0,false
03047d55-6b0c-4ed2-ade3-e979453d38ea,2026-02,52,1.0,50000.0,50000.0,false
03047d55-6b0c-4ed2-ade3-e979453d38ea,2026-01,51,1.0,50000.0,50000.0,false
03047d55-6b0c-4ed2-ade3-e979453d38ea,2025-12,50,1.0,50000.0,50000.0,false
03047d55-6b0c-4ed2-ade3-e979453d38ea,2025-11,49,1.0,50000.0,50000.0,false
03047d55-6b0c-4ed2-ade3-e979453d38ea,2025-10,48,1.0,50000.0,50000.0,false
03047d55-6b0c-4ed2-ade3-e979453d38ea,2025-09,47,1.0,50000.0,50000.0,false
03047d55-6b0c-4ed2-ade3-e979453d38ea,2025-08,46,1.0,50000.0,50000.0,false
2504e3b3-25e8-4345-bf72-c6a2d0e388f1,2026-07,59,1.0,50000.0,50000.0,false
2504e3b3-25e8-4345-bf72-c6a2d0e388f1,2026-06,58,1.0,50000.0,50000.0,false
2504e3b3-25e8-4345-bf72-c6a2d0e388f1,2026-05,57,1.0,50000.0,50000.0,false
2504e3b3-25e8-4345-bf72-c6a2d0e388f1,2026-04,56,1.0,50000.0,50000.0,false
2504e3b3-25e8-4345-bf72-c6a2d0e388f1,2026-03,55,1.0,50000.0,50000.0,false
2504e3b3-25e8-4345-bf72-c6a2d0e388f1,2026-02,54,1.0,50000.0,50000.0,false
2504e3b3-25e8-4345-bf72-c6a2d0e388f1,2026-01,53,1.0,50000.0,50000.0,false
2504e3b3-25e8-4345-bf72-c6a2d0e388f1,2025-12,52,1.0,50000.0,50000.0,false
2504e3b3-25e8-4345-bf72-c6a2d0e388f1,2025-11,51,1.0,50000.0,50000.0,false
2504e3b3-25e8-4345-bf72-c6a2d0e388f1,2025-10,50,1.0,50000.0,50000.0,false
2504e3b3-25e8-4345-bf72-c6a2d0e388f1,2025-09,49,1.0,50000.0,50000.0,false
2504e3b3-25e8-4345-bf72-c6a2d0e388f1,2025-08,48,1.0,50000.0,50000.0,false
21f6019b-7c7e-480c-8cae-8b04a34eb58d,2026-07,83,1.0,50000.0,50000.0,false
21f6019b-7c7e-480c-8cae-8b04a34eb58d,2026-06,82,1.0,50000.0,50000.0,false
21f6019b-7c7e-480c-8cae-8b04a34eb58d,2026-05,81,1.0,50000.0,50000.0,false
21f6019b-7c7e-480c-8cae-8b04a34eb58d,2026-04,80,1.0,50000.0,50000.0,false
21f6019b-7c7e-480c-8cae-8b04a34eb58d,2026-03,79,1.0,50000.0,50000.0,false
21f6019b-7c7e-480c-8cae-8b04a34eb58d,2026-02,78,1.0,50000.0,50000.0,false
21f6019b-7c7e-480c-8cae-8b04a34eb58d,2026-01,77,1.0,50000.0,50000.0,false
21f6019b-7c7e-480c-8cae-8b04a34eb58d,2025-12,76,1.0,50000.0,50000.0,false
21f6019b-7c7e-480c-8cae-8b04a34eb58d,2025-11,75,1.0,50000.0,50000.0,false
21f6019b-7c7e-480c-8cae-8b04a34eb58d,2025-10,74,1.0,50000.0,50000.0,false
21f6019b-7c7e-480c-8cae-8b04a34eb58d,2025-09,73,1.0,50000.0,50000.0,false
21f6019b-7c7e-480c-8cae-8b04a34eb58d,2025-08,72,1.0,50000.0,50000.0,false
cd236f80-c9cc-43ed-96ad-09d2afa212d4,2026-07,49,1.0,50000.0,50000.0,false
cd236f80-c9cc-43ed-96ad-09d2afa212d4,2026-06,48,1.0,50000.0,50000.0,false
cd236f80-c9cc-43ed-96ad-09d2afa212d4,2026-05,47,1.0,50000.0,50000.0,false
cd236f80-c9cc-43ed-96ad-09d2afa212d4,2026-04,46,1.0,50000.0,50000.0,false
cd236f80-c9cc-43ed-96ad-09d2afa212d4,2026-03,45,1.0,50000.0,50000.0,false
cd236f80-c9cc-43ed-96ad-09d2afa212d4,2026-02,44,1.0,50000.0,50000.0,false
cd236f80-c9cc-43ed-96ad-09d2afa212d4,2026-01,43,1.0,50000.0,50000.0,false
cd236f80-c9cc-43ed-96ad-09d2afa212d4,2025-12,42,1.0,50000.0,50000.0,false
cd236f80-c9cc-43ed-96ad-09d2afa212d4,2025-11,41,1.0,50000.0,50000.0,false
cd236f80-c9cc-43ed-96ad-09d2afa212d4,2025-10,40,1.0,50000.0,50000.0,false
cd236f80-c9cc-43ed-96ad-09d2afa212d4,2025-09,39,1.0,50000.0,50000.0,false
cd236f80-c9cc-43ed-96ad-09d2afa212d4,2025-08,38,1.0,50000.0,50000.0,false
d26cf0a9-2fe7-4c98-bb58-4a257210d63b,2026-07,74,1.0,50000.0,50000.0,false
d26cf0a9-2fe7-4c98-bb58-4a257210d63b,2026-06,73,1.0,50000.0,50000.0,false
d26cf0a9-2fe7-4c98-bb58-4a257210d63b,2026-05,72,1.0,50000.0,50000.0,false
d26cf0a9-2fe7-4c98-bb58-4a257210d63b,2026-04,71,1.0,50000.0,50000.0,false
d26cf0a9-2fe7-4c98-bb58-4a257210d63b,2026-03,70,1.0,50000.0,50000.0,false
d26cf0a9-2fe7-4c98-bb58-4a257210d63b,2026-02,69,1.0,50000.0,50000.0,false
d26cf0a9-2fe7-4c98-bb58-4a257210d63b,2026-01,68,1.0,50000.0,50000.0,false
d26cf0a9-2fe7-4c98-bb58-4a257210d63b,2025-12,67,1.0,50000.0,50000.0,false
d26cf0a9-2fe7-4c98-bb58-4a257210d63b,2025-11,66,1.0,50000.0,50000.0,false
d26cf0a9-2fe7-4c98-bb58-4a257210d63b,2025-10,65,1.0,50000.0,50000.0,false
d26cf0a9-2fe7-4c98-bb58-4a257210d63b,2025-09,64,1.0,50000.0,50000.0,false
d26cf0a9-2fe7-4c98-bb58-4a257210d63b,2025-08,63,1.0,50000.0,50000.0,false
8fbc7b28-5a14-4a2b-84cd-726d9d74feba,2026-07,39,1.0,50000.0,50000.0,false
8fbc7b28-5a14-4a2b-84cd-726d9d74feba,2026-06,38,1.0,50000.0,50000.0,false
8fbc7b28-5a14-4a2b-84cd-726d9d74feba,2026-05,37,1.0,50000.0,50000.0,false
8fbc7b28-5a14-4a2b-84cd-726d9d74feba,2026-04,36,1.0,50000.0,50000.0,false
8fbc7b28-5a14-4a2b-84cd-726d9d74feba,2026-03,35,1.0,50000.0,50000.0,false
8fbc7b28-5a14-4a2b-84cd-726d9d74feba,2026-02,34,1.0,50000.0,50000.0,false
8fbc7b28-5a14-4a2b-84cd-726d9d74feba,2026-01,33,1.0,50000.0,50000.0,false
8fbc7b28-5a14-4a2b-84cd-726d9d74feba,2025-12,32,1.0,50000.0,50000.0,false
8fbc7b28-5a14-4a2b-84cd-726d9d74feba,2025-11,31,1.0,50000.0,50000.0,false
8fbc7b28-5a14-4a2b-84cd-726d9d74feba,2025-10,30,1.0,50000.0,50000.0,false
8fbc7b28-5a14-4a2b-84cd-726d9d74feba,2025-09,29,1.0,50000.0,50000.0,false
8fbc7b28-5a14-4a2b-84cd-726d9d74feba,2025-08,28,1.0,50000.0,50000.0,false
