id,user_id,plan_id,period,payout_amount,commission_rate,fallback_used,confidence,source_system,created_at
5c065d1d-e047-41a2-a8bf-105e685dd88e,deee41fb-4f68-4d59-8a54-766b7ad373c7,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q1,1515.13,0.050000,false,1.0000,generated,2026-09-01T16:48:40.399472
1b66ad42-2dfa-452a-934c-adbb1565d59c,f5334114-511f-4f6a-8f3c-74d28c1386c2,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q1,575.96,0.050000,false,1.0000,generated,2026-09-01T16:48:40.399474
5cd85055-8c55-4e8d-a46d-97b0c9bf4ca1,11d26a12-fbd7-4fab-a129-30a4b12a2caa,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q2,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399476
0364cd4c-c5fb-498c-8a8d-0630c27b9ca6,24a0c836-5031-4de3-b3c9-2a32238d877e,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q2,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399479
c5e0c366-519e-4c9c-9d32-1fec14c6b586,267f073a-4995-4f69-a38c-ad618b556e02,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q2,254.32,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399481
fd81c374-d818-4891-bfb9-11b94f233866,702c532f-ca49-43eb-99ab-f2ac307eeed3,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q2,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399483
2a145655-d532-4c98-96f2-725e14d03dbb,70cc9f0c-4ec2-44b0-a11a-eed97b767966,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q2,245.87,0.050000,false,1.0000,generated,2026-09-01T16:48:40.399486
4f730b7d-46ca-4f51-a8bb-b76824418bfb,70ce7b4a-1b36-4e0c-8de2-12302c339003,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q2,200.45,0.050000,false,1.0000,generated,2026-09-01T16:48:40.399489
a567012b-0497-4aa8-8495-a9d803e46c9d,796823cc-2a02-4ffe-b8e1-14b15fb0dd89,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q2,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399491
6496e368-8955-4037-b06e-8706e4d5c360,88f339fc-9c3d-47b4-a5fc-4bd590444010,,2024-Q2,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399493
704f7ad6-9874-465d-a78d-219b5d0ffe55,8fd5709d-74ea-4549-82db-4b0cca6ce586,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q2,2998.26,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399496
39271de2-19ec-41e7-b3e8-ed605c0f95a1,916e5989-b156-460d-97f3-ee43dd0b8704,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q2,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399498
81e6594e-1728-4c75-bf09-5f66fff5f91e,a261a7f8-4161-4af1-9eea-41d3e419102a,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q2,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399500
2eebeef7-2eca-4298-b91f-2217e21e5d3c,d42e8b4d-03c4-40db-8d9c-c0af3a2cd326,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q2,2277.53,0.100000,false,1.0000,generated,2026-09-01T16:48:40.399503
f40e03ed-b7c9-4bb6-8f1a-7e26f6953bff,deee41fb-4f68-4d59-8a54-766b7ad373c7,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q2,5435.57,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399505
926f42f2-c614-4b35-bb2c-6f0f9b391433,f5334114-511f-4f6a-8f3c-74d28c1386c2,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q2,1051.83,0.050000,false,1.0000,generated,2026-09-01T16:48:40.399507
0fb7438c-8dd2-4388-9d23-fb5e5df376fd,11d26a12-fbd7-4fab-a129-30a4b12a2caa,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q3,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399509
e91b107b-60cb-47be-82f9-80d6bd164cd6,24a0c836-5031-4de3-b3c9-2a32238d877e,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q3,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399512
fa0a03e2-2004-436d-a327-3fd3d1acf788,267f073a-4995-4f69-a38c-ad618b556e02,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q3,2896.79,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399514
a96db9ec-528c-4428-81fa-8e5553473750,702c532f-ca49-43eb-99ab-f2ac307eeed3,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q3,3002.38,0.100000,false,1.0000,generated,2026-09-01T16:48:40.399516
abb9545f-c4c2-44a6-abca-22e72efc035e,70cc9f0c-4ec2-44b0-a11a-eed97b767966,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q3,131.53,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399518
7fd4fd86-303a-4858-b10d-e88cf4f3bdec,70ce7b4a-1b36-4e0c-8de2-12302c339003,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q3,758.82,0.050000,false,1.0000,generated,2026-09-01T16:48:40.399521
e5e4b54c-8a7f-4f83-b69b-b00cbfe60a89,796823cc-2a02-4ffe-b8e1-14b15fb0dd89,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q3,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399523
c4121ab9-150e-46aa-81b7-1869c79d8d75,88f339fc-9c3d-47b4-a5fc-4bd590444010,,2024-Q3,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399526
1ac9a460-cf29-41cc-ab85-ee932e80a162,8fd5709d-74ea-4549-82db-4b0cca6ce586,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q3,620.93,0.050000,false,1.0000,generated,2026-09-01T16:48:40.399529
2e9e0e05-c559-4fea-933f-3620c5666fc6,916e5989-b156-460d-97f3-ee43dd0b8704,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q3,3387.87,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399531
3a0a0e01-5e7d-45c5-85a6-6f2ddff2f1c3,a261a7f8-4161-4af1-9eea-41d3e419102a,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q3,41.76,0.050000,false,1.0000,generated,2026-09-01T16:48:40.399533
741b0cb5-a27f-4cdc-88d8-cd311d7ee5c5,d42e8b4d-03c4-40db-8d9c-c0af3a2cd326,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q3,3068.37,0.100000,false,1.0000,generated,2026-09-01T16:48:40.399536
12ac0b58-2e40-4118-9a5b-28244a64a89d,deee41fb-4f68-4d59-8a54-766b7ad373c7,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q3,1257.73,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399538
89072eed-fb16-41d7-bc09-9f997c838a62,f5334114-511f-4f6a-8f3c-74d28c1386c2,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q3,3813.30,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399541
b0fe2281-972c-478c-950e-897187cb976c,11d26a12-fbd7-4fab-a129-30a4b12a2caa,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q4,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399543
e1130d95-8b44-4640-800e-d3fe7c05f3c5,24a0c836-5031-4de3-b3c9-2a32238d877e,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q4,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399545
a9d76065-7269-478d-a759-4d77fc724016,267f073a-4995-4f69-a38c-ad618b556e02,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q4,2863.62,0.100000,false,1.0000,generated,2026-09-01T16:48:40.399548
341433bc-4243-4ea7-bfee-57cf370fbb71,702c532f-ca49-43eb-99ab-f2ac307eeed3,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q4,2763.67,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399550
b6e6b943-aeff-4d63-aad0-7ecc5761798d,70cc9f0c-4ec2-44b0-a11a-eed97b767966,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q4,163.91,0.050000,false,1.0000,generated,2026-09-01T16:48:40.399552
068d8e64-bfe3-48a5-9437-95eee22962a3,70ce7b4a-1b36-4e0c-8de2-12302c339003,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q4,4273.29,0.100000,false,1.0000,generated,2026-09-01T16:48:40.399555
4fceedac-804c-4571-a12f-e9092a324002,796823cc-2a02-4ffe-b8e1-14b15fb0dd89,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q4,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399557
11e79fa5-d9e2-476f-8559-337a2d1ad292,88f339fc-9c3d-47b4-a5fc-4bd590444010,,2024-Q4,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399560
2ce9f399-f2ce-4557-845c-2e520f9da3cd,8fd5709d-74ea-4549-82db-4b0cca6ce586,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q4,19.53,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399562
3a003c64-3cc1-4371-bf67-722e3fdfef60,916e5989-b156-460d-97f3-ee43dd0b8704,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q4,813.25,0.050000,false,1.0000,generated,2026-09-01T16:48:40.399564
000f3c68-bc2a-4d8f-832e-da83fc03fac5,a261a7f8-4161-4af1-9eea-41d3e419102a,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q4,2188.45,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399567
09555f50-97fe-419a-9e9c-ab97568fbbbf,d42e8b4d-03c4-40db-8d9c-c0af3a2cd326,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q4,3135.76,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399569
64563cd7-70a6-49a2-91de-19ef4e82c75d,deee41fb-4f68-4d59-8a54-766b7ad373c7,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q4,895.85,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399572
e78051be-d51c-4775-a6b3-e23bca872984,f5334114-511f-4f6a-8f3c-74d28c1386c2,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2024-Q4,3810.14,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399574
45c63f24-59d4-49af-ba8b-305569154591,11d26a12-fbd7-4fab-a129-30a4b12a2caa,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q1,2347.11,0.100000,false,1.0000,generated,2026-09-01T16:48:40.399576
1b10f081-10fe-4996-8dcf-8978eaf6104f,24a0c836-5031-4de3-b3c9-2a32238d877e,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q1,2510.51,0.100000,false,1.0000,generated,2026-09-01T16:48:40.399579
cf727cca-c4f9-49d8-9908-950d1d21307c,267f073a-4995-4f69-a38c-ad618b556e02,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q1,2307.11,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399581
d21f262f-113c-4e2d-b43c-cb240cfec6a4,702c532f-ca49-43eb-99ab-f2ac307eeed3,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q1,2786.95,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399584
b75209f5-6f7c-4b3a-98a0-4a389834df08,70cc9f0c-4ec2-44b0-a11a-eed97b767966,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q1,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399586
eaed7965-da98-4865-b15f-282b4af13b93,70ce7b4a-1b36-4e0c-8de2-12302c339003,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q1,1066.61,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399588
cb619c34-155b-4d8e-8450-655193a613ab,796823cc-2a02-4ffe-b8e1-14b15fb0dd89,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q1,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399591
4785b56f-9820-4e5a-858b-ce4e316ab2dc,88f339fc-9c3d-47b4-a5fc-4bd590444010,,2025-Q1,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399593
3175a183-cfcd-4383-b3cc-6e2181f892a3,8fd5709d-74ea-4549-82db-4b0cca6ce586,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q1,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399595
d993f269-aa52-4209-965c-73aa00e0375e,916e5989-b156-460d-97f3-ee43dd0b8704,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q1,3696.17,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399598
eb0c537a-de8d-4166-8f10-cb38aa627356,a261a7f8-4161-4af1-9eea-41d3e419102a,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q1,3271.26,0.100000,false,1.0000,generated,2026-09-01T16:48:40.399600
dbb99db2-34fd-4ac5-b42c-32ccf8a2dba7,d42e8b4d-03c4-40db-8d9c-c0af3a2cd326,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q1,3131.39,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399602
706941ed-1228-4ab6-9a9e-22c8cc74e6af,deee41fb-4f68-4d59-8a54-766b7ad373c7,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q1,503.89,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399605
cf547f79-a1c0-4b20-8064-8543d8774d39,f5334114-511f-4f6a-8f3c-74d28c1386c2,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q1,2938.80,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399607
b3e9b25c-e9cf-4790-96c2-5a6b328c1a47,11d26a12-fbd7-4fab-a129-30a4b12a2caa,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q2,3101.61,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399610
750b8895-585d-437b-80ba-b33be86e12b2,24a0c836-5031-4de3-b3c9-2a32238d877e,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q2,2423.99,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399612
31e9cb8a-26df-4d11-b13c-28f5193070a7,267f073a-4995-4f69-a38c-ad618b556e02,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q2,2202.21,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399614
48bb2902-3670-4b78-b4cf-4887c22571ad,702c532f-ca49-43eb-99ab-f2ac307eeed3,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q2,2794.53,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399617
f71bf31b-36f3-4c43-950a-07caefcc4872,70cc9f0c-4ec2-44b0-a11a-eed97b767966,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q2,2292.50,0.100000,false,1.0000,generated,2026-09-01T16:48:40.399619
2c8dd577-4abc-48ae-832c-3a7f4ff7c856,70ce7b4a-1b36-4e0c-8de2-12302c339003,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q2,1559.62,0.050000,false,1.0000,generated,2026-09-01T16:48:40.399621
e29a0293-eac6-4a19-ac0e-096781502d5a,796823cc-2a02-4ffe-b8e1-14b15fb0dd89,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q2,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399624
efe2f99d-3cdb-46cb-a447-631805f36176,88f339fc-9c3d-47b4-a5fc-4bd590444010,,2025-Q2,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399626
adfb7938-ee9c-4f15-9db7-f20682b8c34b,8fd5709d-74ea-4549-82db-4b0cca6ce586,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q2,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399629
774aa94f-8f32-447b-9795-f168fe98c138,916e5989-b156-460d-97f3-ee43dd0b8704,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q2,4401.15,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399631
363c5dd5-6cad-461a-8c2b-168cbb278836,a261a7f8-4161-4af1-9eea-41d3e419102a,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q2,3005.48,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399633
d6541d59-ec25-476a-b725-90ed60aeae0c,d42e8b4d-03c4-40db-8d9c-c0af3a2cd326,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q2,334.40,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399636
aef4fb2f-6897-45b6-bf68-378ba3dcea07,deee41fb-4f68-4d59-8a54-766b7ad373c7,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q2,3178.27,0.100000,false,1.0000,generated,2026-09-01T16:48:40.399638
7907c03a-99a7-4ae5-8276-fd0bc299b922,f5334114-511f-4f6a-8f3c-74d28c1386c2,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q2,2563.69,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399640
cb8c35bc-84fb-461d-bcd0-9b6f1d52aba6,11d26a12-fbd7-4fab-a129-30a4b12a2caa,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q3,3430.93,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399643
ae45a798-9ada-48f5-b589-13db4383d727,24a0c836-5031-4de3-b3c9-2a32238d877e,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q3,2913.43,0.100000,false,1.0000,generated,2026-09-01T16:48:40.399645
22e5fef9-a158-45a2-b0a9-5d7da1f3ddab,267f073a-4995-4f69-a38c-ad618b556e02,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q3,2081.37,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399647
9aa77048-04b5-4b89-a699-f8bbff8f065f,702c532f-ca49-43eb-99ab-f2ac307eeed3,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q3,3309.84,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399649
40b3018d-ad91-4adb-91cb-b3bcd572e1fb,70cc9f0c-4ec2-44b0-a11a-eed97b767966,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q3,535.58,0.050000,false,1.0000,generated,2026-09-01T16:48:40.399652
283e02b8-c373-470f-8925-19799fac13c6,70ce7b4a-1b36-4e0c-8de2-12302c339003,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q3,1164.98,0.050000,false,1.0000,generated,2026-09-01T16:48:40.399654
f909dcde-4e8b-4a1b-82ef-8d8641244731,796823cc-2a02-4ffe-b8e1-14b15fb0dd89,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q3,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399656
27ce894c-7b29-4a32-bb73-774a687d392b,88f339fc-9c3d-47b4-a5fc-4bd590444010,,2025-Q3,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399659
8a6165a6-4b50-400d-bfce-27ddb09851da,8fd5709d-74ea-4549-82db-4b0cca6ce586,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q3,0.00,0.030000,false,1.0000,generated,2026-09-01T16:48:40.399661
9ed4e8d2-796c-437b-9d3f-c7327abc3481,916e5989-b156-460d-97f3-ee43dd0b8704,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q3,3190.42,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399663
cb976a64-5cc1-459c-b00a-d45544a942e3,a261a7f8-4161-4af1-9eea-41d3e419102a,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q3,1458.09,0.050000,false,1.0000,generated,2026-09-01T16:48:40.399665
64ab6c8d-217e-4f8a-a8fa-cc9db45fb4c7,d42e8b4d-03c4-40db-8d9c-c0af3a2cd326,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q3,2307.20,0.080000,false,1.0000,generated,2026-09-01T16:48:40.399668
f16b24ea-2d91-4864-9502-a74fc66cf280,deee41fb-4f68-4d59-8a54-766b7ad373c7,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q3,4625.88,0.100000,false,1.0000,generated,2026-09-01T16:48:40.399670
e115d3df-9e00-4129-ae65-60b8a49ef654,f5334114-511f-4f6a-8f3c-74d28c1386c2,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q3,3103.83,0.100000,false,1.0000,generated,2026-09-01T16:48:40.399672
46a0b658-f2bb-4764-9a2c-778acf067686,11d26a12-fbd7-4fab-a129-30a4b12a2caa,e9fabc86-1df7-48eb-9b29-e47895a3b65d,2025-Q4,5710.57,0.100000,false,1.0000,generated,2026-09-01T16:48:40.399674
