id,account_id,rep_id,name,product,stage,amount,close_probability,expected_close_date,actual_close_date,created_at
5fc25e0b-60a9-4b9c-899e-3a9d5e20769d,b4dceeab-a120-418b-bdbe-617de7f98dc0,49ee0e04-55bc-4d24-89d5-288672473cb1,Brand Holistic Deliverables Deal,Medicare Supplement,Proposal,82292.1,46,2025-11-17,,2025-08-22T17:57:41
7a912f64-997c-4d52-8c97-834257365b44,b4dceeab-a120-418b-bdbe-617de7f98dc0,49ee0e04-55bc-4d24-89d5-288672473cb1,Deliver Extensible Initiatives Deal,Long-Term Care,Closed Lost,285468.07,0,2026-05-30,2026-05-05,2026-04-03T20:40:38
79337673-c365-48f0-aaae-e8a205fb24dc,ab40465b-6e3f-4634-908d-0a8424964e4f,49ee0e04-55bc-4d24-89d5-288672473cb1,Morph One-To-One E-Business Deal,Group Benefits Suite,Closed Lost,239288.76,7,2025-08-18,2025-07-25,2025-05-27T06:37:13
641f5681-e2cf-473f-93b0-69967277fc0c,883c074d-e518-40ad-9559-151d8db1627c,4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,Exploit Proactive Initiatives Deal,Term Life Policy,Closed Lost,15808.13,0,2026-07-17,2026-06-26,2026-05-05T17:16:51
ea9ff449-8b71-405b-93f3-8fd0aea2c4b0,d0ad28a7-27a5-4588-9c92-85ad99c25318,11c59b73-1c6f-4521-8df0-fa6552bd4feb,Generate Web-Enabled Applications Deal,Whole Life Policy,Qualification,117099.05,25,2026-05-17,,2026-03-19T00:11:16
53c60a44-51d2-4733-a3ad-b94d374659e7,6e0943a0-c043-43e8-8b26-985185330a0a,40713600-da14-4eda-a084-05bb58930679,Facilitate B2B Platforms Deal,Group Health Plan,Prospecting,33114.04,16,2026-01-14,,2025-09-12T18:06:28
946f8aef-8268-4f88-b07c-f86d18ab60ec,96ea87b0-fee3-42ed-b7b5-f18eae8884d2,db5de4a8-68d7-40ac-931b-56ee0158fb6e,Strategize B2C Initiatives Deal,Property & Casualty,Closed Won,273994.23,100,2026-04-23,2026-04-11,2026-01-10T20:01:03
1bc5179d-d6c3-4135-ae96-c5f7f92db600,d0ad28a7-27a5-4588-9c92-85ad99c25318,40713600-da14-4eda-a084-05bb58930679,Deliver Enterprise Markets Deal,Commercial Lines,Prospecting,218034.37,2,2025-11-14,,2025-09-29T10:38:09
9ffa0c02-6796-4137-bb6e-4e8aae9078e4,5a60fff7-6868-445c-bd4a-ae91ad5557f0,db5de4a8-68d7-40ac-931b-56ee0158fb6e,Embrace B2B Schemas Deal,Workers Compensation,Negotiation,217963.55,81,2025-12-08,,2025-08-20T09:29:32
cd864ae0-a275-408c-ba58-6f3fd049851b,53e77462-e4b8-4c93-b9f6-33c02b21af6d,d6c5c187-0f44-4678-8f06-e8c1b894687b,Iterate Integrated Networks Deal,Fixed Annuity,Prospecting,201593.19,6,2026-07-26,,2026-05-18T13:28:56
05bef255-d3b0-44d4-b268-c739669b4b9b,b3eda446-5a83-4b1d-af86-854187ab6a06,11c59b73-1c6f-4521-8df0-fa6552bd4feb,Seize Open-Source Convergence Deal,Medicare Supplement,Proposal,222939.56,43,2025-10-11,,2025-07-11T11:09:43
