id,external_id,account_id,owner_user_id,source,status,score,created_at,source_system
a4bae4d6-7819-473a-a8d6-3786b786ae31,LEAD-43A6B352,f427c72b-3780-4f0a-ae1a-e8b3982a8c76,9b16b660-0add-42e7-a321-a131c4a5b395,inbound_web,qualified,90.8,2026-09-01T16:48:37.895912+00:00,generated
671314ae-97a5-4a82-97b1-5281000456bd,LEAD-601219B6,f427c72b-3780-4f0a-ae1a-e8b3982a8c76,9b16b660-0add-42e7-a321-a131c4a5b395,outbound_sdx,converted,31.4,2026-09-01T16:48:37.895919+00:00,generated
21a05973-706c-4aae-a921-d8237cea07b3,LEAD-25978493,a1a94535-5824-41a4-8f17-7d71063c2708,3fa0c96e-f7b7-454e-9094-77c12fa0030e,event,new,59.1,2026-09-01T16:48:37.895925+00:00,generated
3b5ddf3f-c8d7-4be2-9786-c0a14c087fba,LEAD-7206CDC9,a1a94535-5824-41a4-8f17-7d71063c2708,3fa0c96e-f7b7-454e-9094-77c12fa0030e,paid_ads,disqualified,71.5,2026-09-01T16:48:37.895931+00:00,generated
8d476f3f-8e5d-4c70-a9de-574d4c8d0274,LEAD-5847461A,a1a94535-5824-41a4-8f17-7d71063c2708,3fa0c96e-f7b7-454e-9094-77c12fa0030e,partner,qualified,31.5,2026-09-01T16:48:37.895937+00:00,generated
f83890b2-a59f-4a05-b376-fdf0f67ee5c6,LEAD-47BB55D3,cd172079-7a21-4d91-b75f-e053282aabf5,269a9f1c-64ea-4af1-8740-cc13abcbe124,outbound_sdx,qualified,35.5,2026-09-01T16:48:37.895943+00:00,generated
31d48635-b371-4f09-bf6d-35859138d8b7,LEAD-9A99FC49,cd172079-7a21-4d91-b75f-e053282aabf5,269a9f1c-64ea-4af1-8740-cc13abcbe124,partner,new,71.3,2026-09-01T16:48:37.895948+00:00,generated
cc8ada89-b801-41e9-acf5-f5e530a1e18e,LEAD-DF0FBF9A,cd172079-7a21-4d91-b75f-e053282aabf5,269a9f1c-64ea-4af1-8740-cc13abcbe124,outbound_sdx,qualified,43.2,2026-09-01T16:48:37.895954+00:00,generated
a88db75a-bfdd-45d1-86a7-3559651a5b92,LEAD-F73FC05C,09c35006-40e8-4852-8ccb-14615da65d7d,3fa0c96e-f7b7-454e-9094-77c12fa0030e,outbound_sdx,qualified,69.2,2026-09-01T16:48:37.895960+00:00,generated
27dc1a82-8a72-4980-b732-b0638cddbabd,LEAD-CF8CC7A2,09c35006-40e8-4852-8ccb-14615da65d7d,3fa0c96e-f7b7-454e-9094-77c12fa0030e,outbound_sdx,contacted,43.8,2026-09-01T16:48:37.895966+00:00,generated
187e7422-fdb6-4695-ad31-4fabfdda4c2f,LEAD-33693674,09c35006-40e8-4852-8ccb-14615da65d7d,3fa0c96e-f7b7-454e-9094-77c12fa0030e,paid_ads,contacted,28.9,2026-09-01T16:48:37.895971+00:00,generated
20080eee-088f-45f3-b479-44bc7b45b201,LEAD-4DADFA41,f5d47a73-f382-4aad-8d16-7b9bdee8275f,608c3ce0-1ea1-41e1-af47-9d2654bcb6d1,event,disqualified,92.1,2026-09-01T16:48:37.895978+00:00,generated
cfe49e8c-c7dc-4b6f-82ca-a0dfa5c59262,LEAD-3B81AE17,f5d47a73-f382-4aad-8d16-7b9bdee8275f,608c3ce0-1ea1-41e1-af47-9d2654bcb6d1,paid_ads,qualified,90.0,2026-09-01T16:48:37.895984+00:00,generated
841a89e0-3a8c-4af3-984e-0402fb31cb40,LEAD-F75C3584,f5d47a73-f382-4aad-8d16-7b9bdee8275f,608c3ce0-1ea1-41e1-af47-9d2654bcb6d1,paid_ads,converted,40.5,2026-09-01T16:48:37.895990+00:00,generated
d8890027-8024-4adc-b50f-0404590e5102,LEAD-669F948C,9ab7f435-5236-4e2f-b596-820f2fad4f0a,3fa0c96e-f7b7-454e-9094-77c12fa0030e,partner,new,66.3,2026-09-01T16:48:37.895996+00:00,generated
98924aa4-4084-40ed-b538-9ed22b45c095,LEAD-F4DE2B06,92242ffe-d079-47cd-bfb9-35b5fe06ac53,bf84db92-020a-48f4-bdbf-f9828a18d72b,outbound_sdx,contacted,71.6,2026-09-01T16:48:37.896002+00:00,generated
66333c1d-cc8b-4e53-b079-f1ecc971efe6,LEAD-4F62313B,92242ffe-d079-47cd-bfb9-35b5fe06ac53,bf84db92-020a-48f4-bdbf-f9828a18d72b,paid_ads,qualified,78.5,2026-09-01T16:48:37.896008+00:00,generated
4c03c17e-c748-4b71-9aeb-5abbf1efef1b,LEAD-F33C17D7,92242ffe-d079-47cd-bfb9-35b5fe06ac53,bf84db92-020a-48f4-bdbf-f9828a18d72b,partner,new,55.2,2026-09-01T16:48:37.896013+00:00,generated
4600c7b7-634a-48db-87b5-17d725a577d1,LEAD-2C559696,27260fa6-cda0-482a-a064-57cf871ebafc,5f639e69-6d32-423e-895b-3e1dd7525b75,outbound_sdx,contacted,32.3,2026-09-01T16:48:37.896019+00:00,generated
57487712-6a01-4ce1-9adc-429a7e60aac9,LEAD-70B60F1C,4e44bc9f-dc6d-4096-b5b7-6c46d88a7f0c,5f639e69-6d32-423e-895b-3e1dd7525b75,paid_ads,qualified,94.1,2026-09-01T16:48:37.896026+00:00,generated
48ae1375-4c59-461d-b804-5292c65f90be,LEAD-2DF48006,4e44bc9f-dc6d-4096-b5b7-6c46d88a7f0c,5f639e69-6d32-423e-895b-3e1dd7525b75,inbound_web,disqualified,33.3,2026-09-01T16:48:37.896031+00:00,generated
e3d3f55a-a794-4be6-a1ba-587a8423b3be,LEAD-7924C82C,b1763368-0d46-4bdb-8da4-093669270340,fad8552c-9b84-47a0-b8f7-05fdd357a7e7,referral,contacted,85.0,2026-09-01T16:48:37.896037+00:00,generated
6e88bd0e-3943-4d87-b042-ef7a4aa67823,LEAD-ACFD9118,b1763368-0d46-4bdb-8da4-093669270340,fad8552c-9b84-47a0-b8f7-05fdd357a7e7,event,converted,50.4,2026-09-01T16:48:37.896043+00:00,generated
bcdb1f44-243b-470f-97e5-f8fc1038fdd6,LEAD-8A31F91B,43ac88f0-5618-406a-baed-183014f37b43,269a9f1c-64ea-4af1-8740-cc13abcbe124,paid_ads,qualified,62.9,2026-09-01T16:48:37.896049+00:00,generated
9b1038d7-0970-4540-85ef-93931e848072,LEAD-48492454,43ac88f0-5618-406a-baed-183014f37b43,269a9f1c-64ea-4af1-8740-cc13abcbe124,paid_ads,contacted,85.7,2026-09-01T16:48:37.896055+00:00,generated
70fc34e5-e869-4bc3-b39b-af3fe1e915de,LEAD-88CB85AA,48cd1045-49de-4454-9a17-d198518e8f1d,b1b5357e-33a5-4f1d-a3c2-cd5e7844e762,inbound_web,contacted,85.8,2026-09-01T16:48:37.896061+00:00,generated
d812d3ee-aa1f-4edb-a303-112d7dc59e01,LEAD-F892100D,48cd1045-49de-4454-9a17-d198518e8f1d,b1b5357e-33a5-4f1d-a3c2-cd5e7844e762,partner,qualified,49.7,2026-09-01T16:48:37.896066+00:00,generated
841bcd95-c9c6-4946-9234-476b5f454edf,LEAD-CC7552E4,48cd1045-49de-4454-9a17-d198518e8f1d,b1b5357e-33a5-4f1d-a3c2-cd5e7844e762,partner,disqualified,49.1,2026-09-01T16:48:37.896072+00:00,generated
3ce9aec0-889c-41cd-a875-de87ac694a2e,LEAD-F934A7D1,61a7a0ff-6018-4172-86d4-cbf459fdc8f8,bf84db92-020a-48f4-bdbf-f9828a18d72b,event,qualified,86.3,2026-09-01T16:48:37.896078+00:00,generated
466ad395-255f-4d04-a4af-d7ac4312ab5a,LEAD-FA25546C,4a9b3759-f983-427d-a615-ed33abf79e55,f3f282e3-55d2-4963-b51a-1d8605534d9b,referral,new,66.0,2026-09-01T16:48:37.896085+00:00,generated
ac0fe4ab-49a4-4028-99a2-44f7d9877e88,LEAD-FB3E1035,4a9b3759-f983-427d-a615-ed33abf79e55,f3f282e3-55d2-4963-b51a-1d8605534d9b,partner,new,87.8,2026-09-01T16:48:37.896091+00:00,generated
5207a499-c484-4bf1-b369-1b52f5b0daea,LEAD-4C5B61A2,8e6d08c3-1654-46c6-80f1-c5b11b530393,c1baa71f-9473-4f4a-b498-627c56e9da49,partner,new,90.3,2026-09-01T16:48:37.896098+00:00,generated
a90369ab-7fca-4ef5-a132-c0c5fe9ed304,LEAD-E7F12A1F,a6145a64-7d37-4be0-b660-701b3d9ab40d,5f639e69-6d32-423e-895b-3e1dd7525b75,event,qualified,21.9,2026-09-01T16:48:37.896106+00:00,generated
df9b0cf9-01cf-46e5-910e-944a2ebcf4e5,LEAD-57C26E30,ed2a7e47-fa73-4b74-8994-3d504863447a,f3f282e3-55d2-4963-b51a-1d8605534d9b,referral,new,71.9,2026-09-01T16:48:37.896114+00:00,generated
f02280c4-b38b-43d8-ad94-06d726db9cb5,LEAD-A08F7067,44842bc4-4cd7-4fab-9e66-fc75f92efb50,b1b5357e-33a5-4f1d-a3c2-cd5e7844e762,paid_ads,new,53.7,2026-09-01T16:48:37.896122+00:00,generated
741c3d38-c9c2-497b-a3be-ea8c96719e7f,LEAD-AC1A6E14,89b5820c-d90a-4e66-9c3f-8bf86e6328c3,c1baa71f-9473-4f4a-b498-627c56e9da49,outbound_sdx,contacted,48.4,2026-09-01T16:48:37.896128+00:00,generated
a2c5f262-b2c5-4ecb-9aba-a707f8052ca1,LEAD-0A96FF89,89b5820c-d90a-4e66-9c3f-8bf86e6328c3,c1baa71f-9473-4f4a-b498-627c56e9da49,outbound_sdx,qualified,88.4,2026-09-01T16:48:37.896134+00:00,generated
ffed87c4-b720-4249-a742-1b1777e98bd0,LEAD-2635F5F4,dd8b7f31-4d06-4b49-8883-1899d85833eb,3fa0c96e-f7b7-454e-9094-77c12fa0030e,outbound_sdx,new,33.4,2026-09-01T16:48:37.896141+00:00,generated
6ad9919e-bbd4-4270-b9c0-a6ef8b174b48,LEAD-5DD7F748,dd8b7f31-4d06-4b49-8883-1899d85833eb,3fa0c96e-f7b7-454e-9094-77c12fa0030e,event,disqualified,43.1,2026-09-01T16:48:37.896146+00:00,generated
7e634a50-3c6b-4dbf-8a1a-7e89433a3490,LEAD-077B0DE2,dd8b7f31-4d06-4b49-8883-1899d85833eb,3fa0c96e-f7b7-454e-9094-77c12fa0030e,event,disqualified,41.7,2026-09-01T16:48:37.896152+00:00,generated
6ee29b47-1cd4-47a0-a647-7ab4f01c74fe,LEAD-1E57C2CD,1f8daea3-bec5-45f3-a1d2-a1d8f4ad5a46,608c3ce0-1ea1-41e1-af47-9d2654bcb6d1,referral,contacted,20.9,2026-09-01T16:48:37.896160+00:00,generated
cf2282bf-d72e-40f4-be40-b58b3034ee4e,LEAD-A153432A,4ebc6370-616f-4a04-9bfc-ab235ebd4c7a,f3f282e3-55d2-4963-b51a-1d8605534d9b,partner,qualified,69.5,2026-09-01T16:48:37.896168+00:00,generated
1c676673-90b9-4189-bc05-4e9d3d5a6211,LEAD-80E8968B,4ebc6370-616f-4a04-9bfc-ab235ebd4c7a,f3f282e3-55d2-4963-b51a-1d8605534d9b,event,contacted,26.0,2026-09-01T16:48:37.896175+00:00,generated
a986f061-9dfa-4156-9572-95e274db5cf5,LEAD-496863FA,4ebc6370-616f-4a04-9bfc-ab235ebd4c7a,f3f282e3-55d2-4963-b51a-1d8605534d9b,outbound_sdx,contacted,86.2,2026-09-01T16:48:37.896181+00:00,generated
bed9e811-04eb-4158-9ce3-d69ec3e5eddb,LEAD-0ADC299A,5fa31abd-7f69-40dc-9e6b-48a3feddaafa,608c3ce0-1ea1-41e1-af47-9d2654bcb6d1,inbound_web,new,69.0,2026-09-01T16:48:37.896187+00:00,generated
4ff987e6-8408-4873-824c-640726a57296,LEAD-1902E7F3,b5654b07-e926-459e-bd36-4cc757275234,fad8552c-9b84-47a0-b8f7-05fdd357a7e7,referral,converted,44.8,2026-09-01T16:48:37.896195+00:00,generated
69461c7d-ee21-42aa-9f06-c758cb34be65,LEAD-8A58E449,b5654b07-e926-459e-bd36-4cc757275234,fad8552c-9b84-47a0-b8f7-05fdd357a7e7,inbound_web,new,51.3,2026-09-01T16:48:37.896201+00:00,generated
988271ed-f99e-4552-ab02-87deb9222d4a,LEAD-AEA6A685,b5654b07-e926-459e-bd36-4cc757275234,fad8552c-9b84-47a0-b8f7-05fdd357a7e7,paid_ads,new,41.3,2026-09-01T16:48:37.896207+00:00,generated
ca45b826-3912-4b4e-b26c-e2afb9364333,LEAD-1307422E,707abf81-be35-4a22-81cb-a7ebde06331f,fad8552c-9b84-47a0-b8f7-05fdd357a7e7,partner,contacted,33.3,2026-09-01T16:48:37.896214+00:00,generated
9fbe6cf4-a82d-485f-80a3-6e17ef1af9bd,LEAD-A6DBD296,707abf81-be35-4a22-81cb-a7ebde06331f,fad8552c-9b84-47a0-b8f7-05fdd357a7e7,partner,contacted,47.0,2026-09-01T16:48:37.896220+00:00,generated
51f10233-861b-48f5-8a3c-59dd960ee456,LEAD-514E541C,707abf81-be35-4a22-81cb-a7ebde06331f,fad8552c-9b84-47a0-b8f7-05fdd357a7e7,referral,new,44.2,2026-09-01T16:48:37.896225+00:00,generated
93732735-f755-4522-8ec0-cb8fa6fcf4e0,LEAD-0E66D9B3,e34de9d7-56c7-4e29-8a9f-4b31f244f436,5f639e69-6d32-423e-895b-3e1dd7525b75,inbound_web,converted,42.0,2026-09-01T16:48:37.896232+00:00,generated
2f5b43f1-5d98-410e-a142-fafc204cebfb,LEAD-4EC0407F,40317c2a-6b5a-4115-9b34-0470063fdadc,269a9f1c-64ea-4af1-8740-cc13abcbe124,partner,contacted,35.7,2026-09-01T16:48:37.896239+00:00,generated
e6f3ca2b-17c9-4436-a90c-e1fb1c96f23d,LEAD-117C041D,40317c2a-6b5a-4115-9b34-0470063fdadc,269a9f1c-64ea-4af1-8740-cc13abcbe124,inbound_web,qualified,28.2,2026-09-01T16:48:37.896245+00:00,generated
acdf7811-89c5-4491-8d06-1138f9bfa81e,LEAD-77E07BFB,8a74f196-61a3-4624-886d-8e62bd193fbb,c1baa71f-9473-4f4a-b498-627c56e9da49,event,converted,74.3,2026-09-01T16:48:37.896251+00:00,generated
3d7fb8b3-60e0-44db-a5c4-05570c14c5a0,LEAD-6C036043,8a74f196-61a3-4624-886d-8e62bd193fbb,c1baa71f-9473-4f4a-b498-627c56e9da49,paid_ads,contacted,41.5,2026-09-01T16:48:37.896258+00:00,generated
3b385ca7-6433-408d-bac3-28ce2b86473c,LEAD-6576D1FD,8a74f196-61a3-4624-886d-8e62bd193fbb,c1baa71f-9473-4f4a-b498-627c56e9da49,referral,contacted,39.5,2026-09-01T16:48:37.896263+00:00,generated
5098adb8-a47d-4efa-aee4-c3f7899e27f1,LEAD-3F334FFE,76543baf-46fa-422d-8a39-b8616e5eea65,269a9f1c-64ea-4af1-8740-cc13abcbe124,partner,converted,62.2,2026-09-01T16:48:37.896270+00:00,generated
4c16e405-ba58-49f7-8cc0-02c37137c5bd,LEAD-FBB59991,76543baf-46fa-422d-8a39-b8616e5eea65,269a9f1c-64ea-4af1-8740-cc13abcbe124,paid_ads,contacted,57.3,2026-09-01T16:48:37.896276+00:00,generated
07c56304-1a87-416b-a6f7-d0127569c5c4,LEAD-847BD7AB,76543baf-46fa-422d-8a39-b8616e5eea65,269a9f1c-64ea-4af1-8740-cc13abcbe124,partner,converted,37.5,2026-09-01T16:48:37.896282+00:00,generated
