rep_id,period,mrr_new,mrr_expansion,mrr_contraction,mrr_churn,mrr_renewal,mrr_net,arr_start,arr_end
23971210-c45e-4043-886c-f69c92eedf22,2025-05,0.0,0.0,0.0,0.0,0.0,0.0,36811.14,36811.14
23971210-c45e-4043-886c-f69c92eedf22,2025-06,0.0,0.0,0.0,0.0,0.0,0.0,36811.14,36811.14
23971210-c45e-4043-886c-f69c92eedf22,2025-07,0.0,0.0,0.0,0.0,0.0,0.0,36811.14,36811.14
23971210-c45e-4043-886c-f69c92eedf22,2025-08,0.0,0.0,0.0,0.0,0.0,0.0,36811.14,36811.14
23971210-c45e-4043-886c-f69c92eedf22,2025-09,0.0,376.66,0.0,0.0,0.0,376.66,36811.14,41331.06
23971210-c45e-4043-886c-f69c92eedf22,2025-10,0.0,376.66,0.0,0.0,0.0,376.66,41331.06,45850.98
23971210-c45e-4043-886c-f69c92eedf22,2025-11,0.0,376.66,0.0,0.0,0.0,376.66,45850.98,50370.9
23971210-c45e-4043-886c-f69c92eedf22,2025-12,0.0,376.66,0.0,0.0,0.0,376.66,50370.9,54890.82
23971210-c45e-4043-886c-f69c92eedf22,2026-01,0.0,376.66,0.0,0.0,0.0,376.66,54890.82,59410.74
23971210-c45e-4043-886c-f69c92eedf22,2026-02,0.0,555.73,0.0,0.0,0.0,555.73,59410.74,66079.5
23971210-c45e-4043-886c-f69c92eedf22,2026-03,131.09,555.73,0.0,0.0,0.0,686.82,66079.5,74321.34
23971210-c45e-4043-886c-f69c92eedf22,2026-04,131.09,555.73,0.0,0.0,0.0,686.82,74321.34,82563.18
23971210-c45e-4043-886c-f69c92eedf22,2026-05,131.09,555.73,0.0,0.0,0.0,686.82,82563.18,90805.02
23971210-c45e-4043-886c-f69c92eedf22,2026-06,131.09,562.17,0.0,0.0,0.0,693.26,90805.02,99124.14
23971210-c45e-4043-886c-f69c92eedf22,2026-07,131.09,555.73,0.0,0.0,0.0,686.82,99124.14,107365.98
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2025-05,0.0,0.0,0.0,0.0,0.0,0.0,71927.92,71927.92
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2025-06,0.0,0.0,0.0,0.0,0.0,0.0,71927.92,71927.92
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2025-07,0.0,0.0,0.0,0.0,0.0,0.0,71927.92,71927.92
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2025-08,0.0,0.0,0.0,0.0,0.0,0.0,71927.92,71927.92
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2025-09,0.0,0.0,0.0,0.0,596.25,596.25,71927.92,71927.92
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2025-10,0.0,0.0,0.0,0.0,596.25,596.25,71927.92,71927.92
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2025-11,0.0,0.0,0.0,0.0,596.25,596.25,71927.92,71927.92
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2025-12,0.0,545.93,0.0,0.0,596.25,1142.18,71927.92,78479.08
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2026-01,0.0,607.03,0.0,0.0,596.25,1203.28,78479.08,85763.44
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2026-02,0.0,943.47,0.0,0.0,596.25,1539.72,85763.44,97085.08
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2026-03,0.0,943.47,0.0,0.0,596.25,1539.72,97085.08,108406.72
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2026-04,0.0,943.47,0.0,0.0,596.25,1539.72,108406.72,119728.36
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2026-05,605.32,1389.74,0.0,0.0,596.25,2591.31,119728.36,143669.08
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2026-06,605.32,1389.74,0.0,0.0,989.68,2984.74,143669.08,167609.8
4df4bb58-afd1-40e1-9459-9fd2f38c9cd8,2026-07,605.32,1558.0,0.0,0.0,989.68,3153.0,167609.8,193569.64
49ee0e04-55bc-4d24-89d5-288672473cb1,2025-05,0.0,0.0,0.0,0.0,0.0,0.0,55137.84,55137.84
49ee0e04-55bc-4d24-89d5-288672473cb1,2025-06,0.0,0.0,0.0,0.0,0.0,0.0,55137.84,55137.84
49ee0e04-55bc-4d24-89d5-288672473cb1,2025-07,508.69,0.0,0.0,0.0,0.0,508.69,55137.84,61242.12
49ee0e04-55bc-4d24-89d5-288672473cb1,2025-08,508.69,0.0,0.0,0.0,0.0,508.69,61242.12,67346.4
49ee0e04-55bc-4d24-89d5-288672473cb1,2025-09,508.69,28.05,0.0,0.0,681.41,1218.15,67346.4,73787.28
49ee0e04-55bc-4d24-89d5-288672473cb1,2025-10,508.69,0.0,0.0,-211.92,681.41,978.18,73787.28,77348.52
49ee0e04-55bc-4d24-89d5-288672473cb1,2025-11,508.69,0.0,0.0,0.0,681.41,1190.1,77348.52,83452.8
49ee0e04-55bc-4d24-89d5-288672473cb1,2025-12,508.69,0.0,0.0,0.0,681.41,1190.1,83452.8,89557.08
49ee0e04-55bc-4d24-89d5-288672473cb1,2026-01,508.69,0.0,0.0,0.0,681.41,1190.1,89557.08,95661.36
49ee0e04-55bc-4d24-89d5-288672473cb1,2026-02,508.69,0.0,0.0,0.0,992.87,1501.56,95661.36,101765.64
49ee0e04-55bc-4d24-89d5-288672473cb1,2026-03,508.69,0.0,-9239.67,0.0,1401.94,-7329.04,101765.64,0.0
49ee0e04-55bc-4d24-89d5-288672473cb1,2026-04,508.69,237.13,0.0,0.0,1401.94,2147.76,0.0,8949.84
49ee0e04-55bc-4d24-89d5-288672473cb1,2026-05,508.69,594.0,0.0,-15922.77,1401.94,-13418.14,8949.84,0.0
49ee0e04-55bc-4d24-89d5-288672473cb1,2026-06,1172.46,594.0,0.0,0.0,1401.94,3168.4,0.0,21197.52
49ee0e04-55bc-4d24-89d5-288672473cb1,2026-07,663.77,594.0,0.0,0.0,1401.94,2659.71,21197.52,36290.76
c78e9bd7-0760-4595-a848-a494101a4147,2025-05,0.0,0.0,0.0,0.0,0.0,0.0,23337.81,23337.81
c78e9bd7-0760-4595-a848-a494101a4147,2025-06,0.0,0.0,0.0,0.0,0.0,0.0,23337.81,23337.81
c78e9bd7-0760-4595-a848-a494101a4147,2025-07,0.0,0.0,0.0,0.0,0.0,0.0,23337.81,23337.81
c78e9bd7-0760-4595-a848-a494101a4147,2025-08,0.0,0.0,0.0,0.0,0.0,0.0,23337.81,23337.81
c78e9bd7-0760-4595-a848-a494101a4147,2025-09,0.0,0.0,0.0,-13482.94,0.0,-13482.94,23337.81,0.0
c78e9bd7-0760-4595-a848-a494101a4147,2025-10,0.0,80.8,0.0,0.0,0.0,80.8,0.0,969.6
c78e9bd7-0760-4595-a848-a494101a4147,2025-11,0.0,80.8,0.0,0.0,0.0,80.8,969.6,1939.2
c78e9bd7-0760-4595-a848-a494101a4147,2025-12,0.0,80.8,0.0,0.0,0.0,80.8,1939.2,2908.8
c78e9bd7-0760-4595-a848-a494101a4147,2026-01,0.0,80.8,0.0,0.0,103.79,184.59,2908.8,3878.4
c78e9bd7-0760-4595-a848-a494101a4147,2026-02,0.0,650.17,0.0,-24.76,197.02,822.43,3878.4,11383.32
c78e9bd7-0760-4595-a848-a494101a4147,2026-03,0.0,628.01,0.0,0.0,197.02,825.03,11383.32,18919.44
c78e9bd7-0760-4595-a848-a494101a4147,2026-04,0.0,628.01,0.0,0.0,197.02,825.03,18919.44,26455.56
c78e9bd7-0760-4595-a848-a494101a4147,2026-05,0.0,628.01,0.0,0.0,197.02,825.03,26455.56,33991.68
c78e9bd7-0760-4595-a848-a494101a4147,2026-06,0.0,628.01,0.0,-13.05,197.02,811.98,33991.68,41371.2
c78e9bd7-0760-4595-a848-a494101a4147,2026-07,0.0,628.01,0.0,-13.27,197.02,811.76,41371.2,48748.08
40713600-da14-4eda-a084-05bb58930679,2025-05,0.0,0.0,0.0,0.0,0.0,0.0,61578.42,61578.42
40713600-da14-4eda-a084-05bb58930679,2025-06,0.0,0.0,0.0,0.0,308.58,308.58,61578.42,61578.42
40713600-da14-4eda-a084-05bb58930679,2025-07,0.0,504.44,-4600.86,-36.35,308.58,-3824.19,61578.42,11985.18
40713600-da14-4eda-a084-05bb58930679,2025-08,463.84,504.44,0.0,0.0,308.58,1276.86,11985.18,23604.54
40713600-da14-4eda-a084-05bb58930679,2025-09,1102.22,504.44,0.0,0.0,308.58,1915.24,23604.54,42884.46
40713600-da14-4eda-a084-05bb58930679,2025-10,1102.22,504.44,0.0,0.0,308.58,1915.24,42884.46,62164.38
40713600-da14-4eda-a084-05bb58930679,2025-11,1102.22,504.44,0.0,0.0,308.58,1915.24,62164.38,81444.3
40713600-da14-4eda-a084-05bb58930679,2025-12,1102.22,504.44,0.0,0.0,308.58,1915.24,81444.3,100724.22
40713600-da14-4eda-a084-05bb58930679,2026-01,1102.22,504.44,0.0,-345.62,626.62,1887.66,100724.22,115856.7
40713600-da14-4eda-a084-05bb58930679,2026-02,1102.22,504.44,0.0,0.0,626.62,2233.28,115856.7,135136.62
40713600-da14-4eda-a084-05bb58930679,2026-03,1102.22,504.44,0.0,0.0,626.62,2233.28,135136.62,154416.54
40713600-da14-4eda-a084-05bb58930679,2026-04,1102.22,852.44,0.0,0.0,626.62,2581.28,154416.54,177872.46
40713600-da14-4eda-a084-05bb58930679,2026-05,1102.22,852.44,0.0,0.0,626.62,2581.28,177872.46,201328.38
40713600-da14-4eda-a084-05bb58930679,2026-06,1102.22,852.44,0.0,0.0,318.04,2272.7,201328.38,224784.3
40713600-da14-4eda-a084-05bb58930679,2026-07,1102.22,852.44,0.0,0.0,318.04,2272.7,224784.3,248240.22
db5de4a8-68d7-40ac-931b-56ee0158fb6e,2025-05,0.0,0.0,0.0,0.0,0.0,0.0,67962.77,67962.77
db5de4a8-68d7-40ac-931b-56ee0158fb6e,2025-06,441.83,0.0,0.0,0.0,0.0,441.83,67962.77,73264.73
db5de4a8-68d7-40ac-931b-56ee0158fb6e,2025-07,441.83,0.0,0.0,0.0,0.0,441.83,73264.73,78566.69
db5de4a8-68d7-40ac-931b-56ee0158fb6e,2025-08,441.83,33.75,0.0,0.0,0.0,475.58,78566.69,84273.65
db5de4a8-68d7-40ac-931b-56ee0158fb6e,2025-09,441.83,0.0,0.0,0.0,591.88,1033.71,84273.65,89575.61
db5de4a8-68d7-40ac-931b-56ee0158fb6e,2025-10,441.83,0.0,0.0,0.0,591.88,1033.71,89575.61,94877.57
db5de4a8-68d7-40ac-931b-56ee0158fb6e,2025-11,441.83,65.37,0.0,0.0,591.88,1099.08,94877.57,100963.97
db5de4a8-68d7-40ac-931b-56ee0158fb6e,2025-12,441.83,611.45,0.0,0.0,960.08,2013.36,100963.97,113603.33
db5de4a8-68d7-40ac-931b-56ee0158fb6e,2026-01,441.83,1195.49,0.0,0.0,960.08,2597.4,113603.33,133251.17
db5de4a8-68d7-40ac-931b-56ee0158fb6e,2026-02,441.83,986.6,0.0,0.0,960.08,2388.51,133251.17,150392.33
db5de4a8-68d7-40ac-931b-56ee0158fb6e,2026-03,961.14,1982.97,0.0,0.0,960.08,3904.19,150392.33,185721.65
db5de4a8-68d7-40ac-931b-56ee0158fb6e,2026-04,961.14,1982.97,0.0,0.0,1594.33,4538.44,185721.65,221050.97
db5de4a8-68d7-40ac-931b-56ee0158fb6e,2026-05,961.14,2660.15,0.0,-456.4,1594.33,4759.22,221050.97,259029.65
db5de4a8-68d7-40ac-931b-56ee0158fb6e,2026-06,519.31,2660.15,0.0,0.0,1594.33,4773.79,259029.65,297183.17
db5de4a8-68d7-40ac-931b-56ee0158fb6e,2026-07,519.31,2839.09,0.0,0.0,1594.33,4952.73,297183.17,337483.97
7c28f429-6319-4ce8-b38a-5d0b486b407b,2025-05,0.0,0.0,0.0,0.0,0.0,0.0,21590.21,21590.21
7c28f429-6319-4ce8-b38a-5d0b486b407b,2025-06,0.0,0.0,0.0,0.0,0.0,0.0,21590.21,21590.21
7c28f429-6319-4ce8-b38a-5d0b486b407b,2025-07,0.0,0.0,0.0,0.0,0.0,0.0,21590.21,21590.21
7c28f429-6319-4ce8-b38a-5d0b486b407b,2025-08,0.0,0.0,0.0,0.0,0.0,0.0,21590.21,21590.21
7c28f429-6319-4ce8-b38a-5d0b486b407b,2025-09,0.0,0.0,0.0,0.0,0.0,0.0,21590.21,21590.21
7c28f429-6319-4ce8-b38a-5d0b486b407b,2025-10,0.0,0.0,0.0,0.0,0.0,0.0,21590.21,21590.21
7c28f429-6319-4ce8-b38a-5d0b486b407b,2025-11,0.0,0.0,0.0,0.0,0.0,0.0,21590.21,21590.21
7c28f429-6319-4ce8-b38a-5d0b486b407b,2025-12,0.0,0.0,0.0,0.0,0.0,0.0,21590.21,21590.21
7c28f429-6319-4ce8-b38a-5d0b486b407b,2026-01,0.0,0.0,0.0,0.0,0.0,0.0,21590.21,21590.21
7c28f429-6319-4ce8-b38a-5d0b486b407b,2026-02,0.0,0.0,0.0,0.0,0.0,0.0,21590.21,21590.21
7c28f429-6319-4ce8-b38a-5d0b486b407b,2026-03,94.3,0.0,0.0,0.0,98.79,193.09,21590.21,22721.81
7c28f429-6319-4ce8-b38a-5d0b486b407b,2026-04,94.3,14.43,0.0,0.0,98.79,207.52,22721.81,24026.57
7c28f429-6319-4ce8-b38a-5d0b486b407b,2026-05,94.3,0.0,0.0,0.0,503.99,598.29,24026.57,25158.17
7c28f429-6319-4ce8-b38a-5d0b486b407b,2026-06,94.3,53.48,0.0,0.0,503.99,651.77,25158.17,26931.53
7c28f429-6319-4ce8-b38a-5d0b486b407b,2026-07,94.3,0.0,0.0,0.0,503.99,598.29,26931.53,28063.13
d6c5c187-0f44-4678-8f06-e8c1b894687b,2025-05,0.0,0.0,0.0,0.0,0.0,0.0,62228.55,62228.55
d6c5c187-0f44-4678-8f06-e8c1b894687b,2025-06,0.0,0.0,0.0,0.0,0.0,0.0,62228.55,62228.55
d6c5c187-0f44-4678-8f06-e8c1b894687b,2025-07,0.0,0.0,0.0,0.0,0.0,0.0,62228.55,62228.55
d6c5c187-0f44-4678-8f06-e8c1b894687b,2025-08,478.58,0.0,0.0,0.0,0.0,478.58,62228.55,67971.51
d6c5c187-0f44-4678-8f06-e8c1b894687b,2025-09,478.58,0.0,0.0,0.0,0.0,478.58,67971.51,73714.47
d6c5c187-0f44-4678-8f06-e8c1b894687b,2025-10,940.02,76.87,0.0,0.0,0.0,1016.89,73714.47,85917.15
d6c5c187-0f44-4678-8f06-e8c1b894687b,2025-11,940.02,0.0,0.0,0.0,0.0,940.02,85917.15,97197.39
d6c5c187-0f44-4678-8f06-e8c1b894687b,2025-12,940.02,0.0,0.0,0.0,0.0,940.02,97197.39,108477.63
d6c5c187-0f44-4678-8f06-e8c1b894687b,2026-01,1354.15,0.0,0.0,0.0,0.0,1354.15,108477.63,124727.43
d6c5c187-0f44-4678-8f06-e8c1b894687b,2026-02,1354.15,0.0,0.0,0.0,0.0,1354.15,124727.43,140977.23
d6c5c187-0f44-4678-8f06-e8c1b894687b,2026-03,1354.15,0.0,0.0,0.0,0.0,1354.15,140977.23,157227.03
d6c5c187-0f44-4678-8f06-e8c1b894687b,2026-04,1354.15,0.0,0.0,0.0,0.0,1354.15,157227.03,173476.83
d6c5c187-0f44-4678-8f06-e8c1b894687b,2026-05,1354.15,0.0,0.0,0.0,316.33,1670.48,173476.83,189726.63
d6c5c187-0f44-4678-8f06-e8c1b894687b,2026-06,1743.07,0.0,0.0,0.0,316.33,2059.4,189726.63,210643.47
d6c5c187-0f44-4678-8f06-e8c1b894687b,2026-07,2240.2,0.0,0.0,0.0,316.33,2556.53,210643.47,237525.87
11c59b73-1c6f-4521-8df0-fa6552bd4feb,2025-05,0.0,0.0,0.0,0.0,0.0,0.0,49564.58,49564.58
11c59b73-1c6f-4521-8df0-fa6552bd4feb,2025-06,0.0,0.0,0.0,0.0,0.0,0.0,49564.58,49564.58
11c59b73-1c6f-4521-8df0-fa6552bd4feb,2025-07,0.0,0.0,0.0,0.0,0.0,0.0,49564.58,49564.58
11c59b73-1c6f-4521-8df0-fa6552bd4feb,2025-08,0.0,0.0,0.0,0.0,0.0,0.0,49564.58,49564.58
11c59b73-1c6f-4521-8df0-fa6552bd4feb,2025-09,343.19,0.0,0.0,0.0,0.0,343.19,49564.58,53682.86
11c59b73-1c6f-4521-8df0-fa6552bd4feb,2025-10,343.19,7.05,0.0,0.0,0.0,350.24,53682.86,57885.74
11c59b73-1c6f-4521-8df0-fa6552bd4feb,2025-11,343.19,0.0,0.0,0.0,0.0,343.19,57885.74,62004.02
11c59b73-1c6f-4521-8df0-fa6552bd4feb,2025-12,343.19,0.0,0.0,0.0,0.0,343.19,62004.02,66122.3
11c59b73-1c6f-4521-8df0-fa6552bd4feb,2026-01,343.19,0.0,0.0,0.0,0.0,343.19,66122.3,70240.58
11c59b73-1c6f-4521-8df0-fa6552bd4feb,2026-02,343.19,8.9,0.0,0.0,0.0,352.09,70240.58,74465.66
11c59b73-1c6f-4521-8df0-fa6552bd4feb,2026-03,343.19,0.0,0.0,0.0,392.78,735.97,74465.66,78583.94
11c59b73-1c6f-4521-8df0-fa6552bd4feb,2026-04,668.65,0.0,0.0,0.0,392.78,1061.43,78583.94,86607.74
11c59b73-1c6f-4521-8df0-fa6552bd4feb,2026-05,1051.24,0.0,-4119.31,-4362.99,392.78,-7038.28,86607.74,0.0
11c59b73-1c6f-4521-8df0-fa6552bd4feb,2026-06,1051.24,544.4,0.0,0.0,392.78,1988.42,0.0,19147.68
11c59b73-1c6f-4521-8df0-fa6552bd4feb,2026-07,1051.24,544.4,0.0,0.0,392.78,1988.42,19147.68,38295.36
a41c24be-a766-481d-958b-f5f7864ccaa1,2025-05,0.0,563.33,0.0,0.0,0.0,563.33,58837.15,65597.11
a41c24be-a766-481d-958b-f5f7864ccaa1,2025-06,0.0,563.33,0.0,0.0,0.0,563.33,65597.11,72357.07
a41c24be-a766-481d-958b-f5f7864ccaa1,2025-07,0.0,563.33,0.0,0.0,0.0,563.33,72357.07,79117.03
a41c24be-a766-481d-958b-f5f7864ccaa1,2025-08,0.0,1019.41,0.0,0.0,0.0,1019.41,79117.03,91349.95
a41c24be-a766-481d-958b-f5f7864ccaa1,2025-09,0.0,1019.41,0.0,0.0,0.0,1019.41,91349.95,103582.87
a41c24be-a766-481d-958b-f5f7864ccaa1,2025-10,0.0,1019.41,0.0,0.0,0.0,1019.41,103582.87,115815.79
a41c24be-a766-481d-958b-f5f7864ccaa1,2025-11,0.0,1019.41,0.0,0.0,0.0,1019.41,115815.79,128048.71
a41c24be-a766-481d-958b-f5f7864ccaa1,2025-12,0.0,1019.41,0.0,0.0,0.0,1019.41,128048.71,140281.63
a41c24be-a766-481d-958b-f5f7864ccaa1,2026-01,0.0,1019.41,0.0,0.0,0.0,1019.41,140281.63,152514.55
a41c24be-a766-481d-958b-f5f7864ccaa1,2026-02,0.0,1019.41,0.0,0.0,0.0,1019.41,152514.55,164747.47
a41c24be-a766-481d-958b-f5f7864ccaa1,2026-03,0.0,1258.4,0.0,0.0,0.0,1258.4,164747.47,179848.27
a41c24be-a766-481d-958b-f5f7864ccaa1,2026-04,0.0,1258.4,0.0,0.0,0.0,1258.4,179848.27,194949.07
a41c24be-a766-481d-958b-f5f7864ccaa1,2026-05,0.0,1258.4,0.0,0.0,0.0,1258.4,194949.07,210049.87
a41c24be-a766-481d-958b-f5f7864ccaa1,2026-06,0.0,1258.4,0.0,0.0,0.0,1258.4,210049.87,225150.67
a41c24be-a766-481d-958b-f5f7864ccaa1,2026-07,0.0,1258.4,0.0,0.0,0.0,1258.4,225150.67,240251.47
