booking_id,deal_id,rep_id,account_id,booking_date,amount,arr,mrr,product_sku,contract_term_months,revenue_type,recognition_start_date
9fe7d667-4404-466b-8388-2c4c80dd1203,3efb48d3-46eb-44d3-b42a-9b09bd2512ea,37c91720-936f-438f-91eb-d7375b79b897,be3dd724-012a-4cc7-99e9-6113a120917f,2025-06-20,82469.81,41234.9,3436.24,SKU-PROPERTY-&-C,24,renewal,2025-06-20
c7715028-0889-4f08-818b-010fa6c111dc,4ca2aa7e-34a1-48ca-881d-d2ff1cb7d3f9,15b4ba21-a596-4e13-a1e1-c68f2602f414,56200b11-c589-468c-9185-7792fced4d1a,2026-08-13,137814.41,68907.21,5742.27,SKU-FIXED-ANNUIT,24,new_logo,2026-08-13
750d5a10-99af-44e2-a167-180f299497c1,5ceffbce-1595-4a8c-a443-b40a50bbe8d0,a7be73f0-3ccf-46aa-b3a1-a7edd9b3e944,707abf81-be35-4a22-81cb-a7ebde06331f,2026-04-15,209012.58,69670.86,5805.9,SKU-FIXED-ANNUIT,36,new_logo,2026-04-15
ff685545-be11-40c8-ab5b-ea498b830497,e126d189-ed21-4062-9bfb-ebbb5ea8fd7e,3e7e796c-a084-440e-97d5-135b721f3e2f,cd172079-7a21-4d91-b75f-e053282aabf5,2026-02-02,109244.97,54622.49,4551.87,SKU-WORKERS-COMP,24,expansion,2026-02-02
ad9d2419-8e49-40c0-8d2a-ff03a4458937,740b5d76-3878-426b-bfcc-4c2dfeb8c816,8f6622df-c77a-4e88-a19d-4c4bc1661772,68692788-93ee-462f-a68c-e9ab710f0d24,2024-02-06,149800.18,74900.09,6241.67,SKU-TERM-LIFE-PO,24,renewal,2024-02-06
df1b2a48-f9b3-4f3e-8881-11a3ee3b51e2,8a83134a-28a1-4b0e-b320-789a887968b7,60a6708d-6583-4a02-821f-0753fd73ab00,505c42c7-4f54-4783-baf9-d16b63a4e822,2026-03-28,93968.76,46984.38,3915.36,SKU-TERM-LIFE-PO,24,new_logo,2026-03-28
c13c9c26-fb9a-4627-8303-8882c77a3a1a,362bb2aa-bb07-4539-b329-b4761ce29c0c,8caaa8ca-69fa-4924-906d-642d1b98e019,f427c72b-3780-4f0a-ae1a-e8b3982a8c76,2024-10-11,19026.55,19026.55,1585.55,SKU-TERM-LIFE-PO,12,renewal,2024-10-11
7c031942-e99a-489a-b3b3-9afa230e7d21,6f5dd10a-8a07-45e4-af68-df4e3f7f4992,9454ed17-4a77-4280-93f1-080b65699d5a,61a7a0ff-6018-4172-86d4-cbf459fdc8f8,2025-05-10,14761.02,14761.02,1230.09,SKU-TERM-LIFE-PO,12,renewal,2025-05-10
d0c8b360-eb88-4a56-b4b7-c328d35fb12b,85f58b1d-724c-4bc5-ae53-fe82586f4a3c,3e7e796c-a084-440e-97d5-135b721f3e2f,32180810-45d9-4d6f-9fa0-af15685d6dec,2025-02-04,148175.98,74087.99,6174.0,SKU-TERM-LIFE-PO,24,new_logo,2025-02-04
2204a6f4-4980-41bc-90f5-e78e351427bb,66a9c688-7823-494c-b84a-b203cba118c4,f4040e67-58f6-4870-a447-f5df54bd90ed,1f8daea3-bec5-45f3-a1d2-a1d8f4ad5a46,2025-02-05,83969.15,41984.57,3498.71,SKU-TERM-LIFE-PO,24,new_logo,2025-02-05
f82a953b-8ab5-480f-9c32-73a8e402c5b3,10ec3aea-13b0-4610-8892-a590f2053faf,15b4ba21-a596-4e13-a1e1-c68f2602f414,e75dcfe1-22a0-4d15-a6c2-7190a694a9cd,2024-01-15,135671.58,67835.79,5652.98,SKU-TERM-LIFE-PO,24,expansion,2024-01-15
38f2c582-b9ef-4516-8672-7953ab6d3945,431fe6b6-7d09-4c49-82b5-a0bd3425d3a8,a7be73f0-3ccf-46aa-b3a1-a7edd9b3e944,71e8a2c0-120d-4140-9fd9-1ece254b948e,2026-02-25,102940.8,51470.4,4289.2,SKU-TERM-LIFE-PO,24,new_logo,2026-02-25
bdeeea29-6dbd-458b-beb3-2ee5e97e86e2,9d11132b-46f9-4726-9dea-5d045d21a945,6e73bb15-6226-4fe0-ba64-22e193e22b81,707abf81-be35-4a22-81cb-a7ebde06331f,2024-10-06,173591.8,86795.9,7232.99,SKU-TERM-LIFE-PO,24,expansion,2024-10-06
6a6ca386-b2f9-4d68-8384-4f0a2d7a1a65,d47d6417-47e8-499a-a4d5-84738077d248,37c91720-936f-438f-91eb-d7375b79b897,4e44bc9f-dc6d-4096-b5b7-6c46d88a7f0c,2025-03-06,41992.12,41992.12,3499.34,SKU-TERM-LIFE-PO,12,renewal,2025-03-06
dd9c3cb5-5482-42cc-bafe-be653b097750,35f1933b-6084-4464-8bc7-3098f8588103,8f6622df-c77a-4e88-a19d-4c4bc1661772,707abf81-be35-4a22-81cb-a7ebde06331f,2026-07-08,16951.87,16951.87,1412.66,SKU-TERM-LIFE-PO,12,renewal,2026-07-08
94562368-9b09-4838-81c2-9ee186350f7b,7d661621-c3a0-4197-b989-c1abb002d8c6,8f6622df-c77a-4e88-a19d-4c4bc1661772,4e44bc9f-dc6d-4096-b5b7-6c46d88a7f0c,2026-03-08,16604.5,16604.5,1383.71,SKU-TERM-LIFE-PO,12,expansion,2026-03-08
64003d5b-7b6a-44ae-bf57-26e4f6972987,c17fc563-2445-4d66-a1af-7b06597417a7,60a6708d-6583-4a02-821f-0753fd73ab00,9447cd4e-0f91-4e7a-88a8-d8383edf87dc,2025-09-04,47452.44,47452.44,3954.37,SKU-TERM-LIFE-PO,12,expansion,2025-09-04
9eec8839-4a07-4452-9870-c0b2f7501d29,59f5bc98-d497-4cde-8920-8ac623bbce96,60a6708d-6583-4a02-821f-0753fd73ab00,cd172079-7a21-4d91-b75f-e053282aabf5,2026-07-10,34982.39,34982.39,2915.2,SKU-TERM-LIFE-PO,12,renewal,2026-07-10
648ac886-a3ce-4272-8a21-1596c845b161,0e4ff8f1-94c6-4af2-b4f9-4ff06923c243,8caaa8ca-69fa-4924-906d-642d1b98e019,505c42c7-4f54-4783-baf9-d16b63a4e822,2026-05-18,44513.25,44513.25,3709.44,SKU-TERM-LIFE-PO,12,new_logo,2026-05-18
4341ce44-d926-424a-be1c-d3891b4a6484,91f25920-372b-4282-a054-aa5242f372b4,8caaa8ca-69fa-4924-906d-642d1b98e019,342ac025-2ce2-4ea1-b8d5-59a22f2585ff,2025-10-10,43547.6,43547.6,3628.97,SKU-TERM-LIFE-PO,12,new_logo,2025-10-10
52dca44b-f90a-4d38-b814-2edb8d65921b,9d6f10a9-f6a8-4a23-bae8-a0fd246d30b0,9454ed17-4a77-4280-93f1-080b65699d5a,43feaba3-9a81-41ad-bb57-82b00c78b618,2025-12-16,95551.9,47775.95,3981.33,SKU-TERM-LIFE-PO,24,renewal,2025-12-16
9d6d14b5-1db7-4e95-ac00-aabd82ae374d,f1cab12f-a543-45e4-ac0a-bc7b4cecead0,9454ed17-4a77-4280-93f1-080b65699d5a,8a74f196-61a3-4624-886d-8e62bd193fbb,2026-05-15,118669.3,59334.65,4944.55,SKU-TERM-LIFE-PO,24,expansion,2026-05-15
287c0c91-fa2e-4159-8156-2125dd89d123,f81b5a38-32a8-4768-bbd1-7c9c5679af22,3e7e796c-a084-440e-97d5-135b721f3e2f,a751a721-8e55-438a-a364-96f0311da454,2026-02-14,92742.21,46371.11,3864.26,SKU-TERM-LIFE-PO,24,expansion,2026-02-14
c4b1fcb9-f2a5-4d93-9731-a2eb9eb523b9,78609eac-ea24-4728-997c-cc1958d1f170,3e7e796c-a084-440e-97d5-135b721f3e2f,b5654b07-e926-459e-bd36-4cc757275234,2025-09-27,93240.9,46620.45,3885.04,SKU-TERM-LIFE-PO,24,renewal,2025-09-27
50e52fdc-0e1d-4251-9566-633c9013f32c,b4610abc-5969-4451-913d-c1f5d1dabf97,f4040e67-58f6-4870-a447-f5df54bd90ed,d09e57c7-7058-41ca-ba19-b8618591ebc6,2026-03-01,32053.57,32053.57,2671.13,SKU-TERM-LIFE-PO,12,new_logo,2026-03-01
bfec856f-550b-430f-a2ee-190f89ec2225,5b307ee7-b5fd-4120-8d66-9102473e62d4,f4040e67-58f6-4870-a447-f5df54bd90ed,c4424617-bb7b-4b8e-97e0-18df3add84b8,2026-04-26,29394.65,29394.65,2449.55,SKU-TERM-LIFE-PO,12,expansion,2026-04-26
e7504503-f509-4838-951c-45ea8445a0a9,46af4c09-8a0d-408f-80f4-d99275800d5d,15b4ba21-a596-4e13-a1e1-c68f2602f414,a751a721-8e55-438a-a364-96f0311da454,2026-03-27,104281.88,52140.94,4345.08,SKU-TERM-LIFE-PO,24,new_logo,2026-03-27
8ee53ffd-31be-4d44-883d-4dd03a61c649,f392a265-57d7-4712-ac4a-51e2ca92cb03,15b4ba21-a596-4e13-a1e1-c68f2602f414,00da60c7-169b-438c-a402-d51f4d9dfa61,2026-08-21,125859.14,62929.57,5244.13,SKU-TERM-LIFE-PO,24,expansion,2026-08-21
f790b286-6e0a-45e2-ab77-67407eef0986,4bee7e4c-255d-429a-be2b-85d83ab2da3d,a7be73f0-3ccf-46aa-b3a1-a7edd9b3e944,86e7f579-31d7-4e9c-991f-b8fde66e0e4b,2026-08-20,99310.67,49655.33,4137.94,SKU-TERM-LIFE-PO,24,renewal,2026-08-20
f98345dc-b9ee-4bc5-9afa-6f8cbcddd3e8,9fe9ed78-bce9-483a-9cdc-541a1d2a4f56,a7be73f0-3ccf-46aa-b3a1-a7edd9b3e944,9d44b15b-b9b0-4192-bd9d-1747ab59f67e,2026-06-11,93395.7,46697.85,3891.49,SKU-TERM-LIFE-PO,24,expansion,2026-06-11
4df51e21-665f-4cad-99a2-4ea1d1696a77,e74631fe-985e-4a01-8b74-04226156dda2,6e73bb15-6226-4fe0-ba64-22e193e22b81,b5654b07-e926-459e-bd36-4cc757275234,2026-04-09,25104.13,25104.13,2092.01,SKU-TERM-LIFE-PO,12,renewal,2026-04-09
6abea063-51e5-42a9-a3e1-33438e6484a0,fc39bd94-64a6-4ca3-947a-8cc5e142df45,6e73bb15-6226-4fe0-ba64-22e193e22b81,cd172079-7a21-4d91-b75f-e053282aabf5,2025-11-17,28747.81,28747.81,2395.65,SKU-TERM-LIFE-PO,12,expansion,2025-11-17
1130f6e3-b304-499f-831d-5f52fcbdd172,8d6874cf-ad58-497d-b67f-64b058a23bf9,37c91720-936f-438f-91eb-d7375b79b897,d09e57c7-7058-41ca-ba19-b8618591ebc6,2025-11-16,117351.18,58675.59,4889.63,SKU-TERM-LIFE-PO,24,renewal,2025-11-16
cfe0eb6c-cfe7-42f1-86bd-461fa2dbac4f,f1c1ab52-ecdf-4a6a-91cb-50bd007e3f45,37c91720-936f-438f-91eb-d7375b79b897,4c86938b-9190-4ffb-aed0-569e2d3106bc,2026-04-20,109370.07,54685.04,4557.09,SKU-TERM-LIFE-PO,24,renewal,2026-04-20
