id,external_id,account_id,owner_user_id,name,stage,amount,close_date,source_system,created_at
2ff2e8f9-d4bb-44e5-adce-997e6d7a1c83,OPP-EEF52BBE,7bbb314f-8ac0-4904-85d0-86c2d9da7abe,31b99f30-a14f-4a9e-a854-d6eda5ae0de5,Implement Granular Networks Deal,Proposal,94401.87,2025-06-12,generated,2025-02-25T11:41:32
9c75962e-3058-40e3-86f4-ea699076cbbd,OPP-BBACC6CD,5a60fff7-6868-445c-bd4a-ae91ad5557f0,664cffe7-856e-4f94-ad56-e0f053d564f5,Disintermediate World-Class Content Deal,Closed Lost,47872.4,2026-10-26,generated,2026-07-01T08:02:06
45e88ce7-f106-42fc-9ad0-4b0285e474bd,OPP-B5D54A6E,5a60fff7-6868-445c-bd4a-ae91ad5557f0,187c3355-2672-469a-9973-b101110cac66,Synthesize Value-Added Roi Deal,Qualification,187769.52,2026-03-13,generated,2025-11-13T06:16:02
434ff89b-4714-4ab0-96b6-ec96363a94ca,OPP-0FC26BF5,db5d0963-0153-40f6-8d43-2382f3817e87,664cffe7-856e-4f94-ad56-e0f053d564f5,Transition 24/365 Methodologies Deal,Closed Won,210754.29,2026-10-27,generated,2026-06-24T11:27:04
c133fc86-cd8a-459d-a58b-5cefc9f53515,OPP-0AB9C8A7,9a1a08ff-1854-471d-b406-92c97b8f16c0,664cffe7-856e-4f94-ad56-e0f053d564f5,Optimize Vertical Paradigms Deal,Negotiation,50518.21,2026-09-15,generated,2026-06-17T21:26:20
c6a0f48a-4a4d-452f-bbfa-cf853125a008,OPP-8A600B6C,41db88af-87b1-4515-8751-d5d5f1a1aa98,664cffe7-856e-4f94-ad56-e0f053d564f5,Transition Real-Time Infrastructures Deal,Qualification,204504.89,2025-12-09,generated,2025-08-24T19:36:19
9bdf9a21-cad8-4d81-9f19-083b8d291931,OPP-913D86A1,6cff6894-cc68-461e-9b85-c40b47bbaa13,cd8a7970-e312-4693-a019-a99869206cc0,Transition Open-Source Communities Deal,Qualification,137518.12,2026-05-02,generated,2025-12-21T14:28:28
07ea1a6b-6258-466a-a963-e8a83d698285,OPP-305A7EED,ab40465b-6e3f-4634-908d-0a8424964e4f,233ecbbc-4949-4f3f-8d53-10b707c62aac,Transition Proactive Markets Deal,Closed Lost,241867.06,2025-07-23,generated,2025-04-03T16:42:40
88d52093-c4b2-4789-a1c9-aba411e57280,OPP-CC0BD648,ac54e129-9c14-403d-9335-ac2e2b8109db,187c3355-2672-469a-9973-b101110cac66,Expedite Rich Platforms Deal,Closed Won,206746.77,2025-09-01,generated,2025-05-07T00:02:15
e590eb51-93c6-4bb3-b05e-4873ea68c2d4,OPP-08AEF6A4,d141c67e-2674-485c-a0be-ccbebbd2cb5d,187c3355-2672-469a-9973-b101110cac66,Engineer Innovative Models Deal,Proposal,267549.02,2026-03-03,generated,2025-12-23T15:25:15
29078451-da14-442f-99d8-7a79f50097c9,OPP-E954E2A8,37ccb599-aa7e-44b8-a425-a58de5cb3343,cd8a7970-e312-4693-a019-a99869206cc0,Productize Synergistic Partnerships Deal,Closed Won,234463.16,2025-06-19,generated,2025-03-14T05:51:44
5c20abb6-4d47-4c82-aca9-ddb2bb978acc,OPP-D5B87FED,ac54e129-9c14-403d-9335-ac2e2b8109db,664cffe7-856e-4f94-ad56-e0f053d564f5,Engineer Rich Convergence Deal,Closed Lost,49587.2,2025-07-05,generated,2025-03-15T17:38:20
25411c6f-5b38-4ca6-9921-c703442cc641,OPP-8EE88B93,09f18197-009e-4a58-bbe9-a56e03a2651c,187c3355-2672-469a-9973-b101110cac66,Mesh 24/7 Architectures Deal,Proposal,251712.21,2026-03-20,generated,2025-11-29T23:55:30
bd84d0da-d0a0-435d-9db0-8339945f194d,OPP-CF09853A,c41a9e49-dd40-40b2-a34a-d3b77aaa32a6,e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,Harness Granular E-Tailers Deal,Negotiation,233256.9,2026-02-03,generated,2025-11-21T08:28:04
e8a6b7c6-6d80-4e02-9354-efccc75ff75a,OPP-4AA904E2,53e77462-e4b8-4c93-b9f6-33c02b21af6d,e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,Optimize Next-Generation E-Markets Deal,Closed Won,37964.63,2025-07-15,generated,2025-04-13T22:13:04
facb86fb-6f4f-466b-ae18-cc5840d63f54,OPP-10905B30,68145818-50c6-4b3e-9ae7-bfa589e30cd4,664cffe7-856e-4f94-ad56-e0f053d564f5,Architect Revolutionary Initiatives Deal,Proposal,73947.8,2026-01-25,generated,2025-09-29T22:01:54
2fa8cfae-dad3-4cf1-8f89-878b1d66b7c0,OPP-E5CE092E,4ec4ba26-6098-4fd3-824f-81455c6433f7,cd8a7970-e312-4693-a019-a99869206cc0,Embrace Strategic Interfaces Deal,Proposal,229740.41,2026-09-26,generated,2026-05-31T17:47:47
58b7437d-3bfa-4235-8bb4-add908876f30,OPP-F3038C21,c99967d5-a63f-40f4-86d8-a84046bac28c,a810ede3-bb80-469b-bb64-9ac0cf656cd7,Cultivate Distributed Interfaces Deal,Proposal,92786.56,2026-01-07,generated,2025-10-13T21:43:51
3999678a-c037-4161-bc9b-570d41c5955c,OPP-FDCED449,5ee98475-a46c-41c0-a46d-0d8ce931cb82,a810ede3-bb80-469b-bb64-9ac0cf656cd7,Cultivate Front-End Markets Deal,Closed Lost,294505.76,2026-01-22,generated,2025-11-30T18:36:42
8b5edf9d-fcf4-4f44-97cf-e4e6bc89b201,OPP-1872C20B,57120396-11ab-47e2-8870-e18bb6e54bf3,233ecbbc-4949-4f3f-8d53-10b707c62aac,Strategize Distributed Infrastructures Deal,Closed Won,66792.77,2025-09-21,generated,2025-06-11T14:20:21
28f8de6d-a04c-4ad5-921f-ad3b577c6602,OPP-AF4431EB,b3eda446-5a83-4b1d-af86-854187ab6a06,a810ede3-bb80-469b-bb64-9ac0cf656cd7,Unleash Wireless Markets Deal,Proposal,252949.61,2026-03-10,generated,2025-10-24T01:22:14
33bae8cb-6e5c-4431-833d-3bf77e9f9c0b,OPP-83EBC192,5b719bb6-3f90-4123-a51b-5407106d1a9f,a810ede3-bb80-469b-bb64-9ac0cf656cd7,Seize End-To-End Web-Readiness Deal,Prospecting,23843.55,2025-09-02,generated,2025-06-27T19:09:15
a212d2bb-415c-4102-b840-ae8799e46457,OPP-1A2D4287,def80785-0f05-441a-86b0-d7c81db56dfe,76281a3e-edbf-40ac-817d-02677c136e35,Visualize Killer E-Business Deal,Closed Lost,147534.69,2025-08-21,generated,2025-06-12T19:38:47
8bd133aa-deec-4965-a09b-3969b4977240,OPP-6DE57C22,b7695da5-7e44-41c3-8845-cdf598eae165,76281a3e-edbf-40ac-817d-02677c136e35,Engineer B2B Metrics Deal,Qualification,179925.15,2026-08-19,generated,2026-06-19T12:45:12
a10c121f-7867-4b1d-8a5b-676379d92d0c,OPP-395F31C1,e410c79b-8b2d-461f-ae8e-3d436fd2f2c2,a810ede3-bb80-469b-bb64-9ac0cf656cd7,Repurpose Intuitive Systems Deal,Qualification,213700.01,2025-08-13,generated,2025-06-22T03:50:36
228d0d39-bf3c-4c31-a0f1-e5229c97c0a0,OPP-593D03C7,57e964be-10f2-4636-aa6b-3ebfbec36646,233ecbbc-4949-4f3f-8d53-10b707c62aac,Monetize Granular Action-Items Deal,Proposal,159198.83,2025-11-09,generated,2025-07-28T15:06:27
e2d6d2cd-48d6-4baa-8a5f-03a8c197c1b7,OPP-03813EB3,def80785-0f05-441a-86b0-d7c81db56dfe,a810ede3-bb80-469b-bb64-9ac0cf656cd7,Envisioneer Customized Markets Deal,Negotiation,139113.84,2026-07-22,generated,2026-03-31T08:39:51
1fbc28a2-b07b-4655-8d8a-a5e903c6208a,OPP-685466E7,250a0d8b-9420-454a-9d49-5560cbdc0f28,233ecbbc-4949-4f3f-8d53-10b707c62aac,Transition Clicks-And-Mortar Convergence Deal,Closed Won,183855.27,2025-09-21,generated,2025-07-08T08:56:28
f4e2554e-d1f4-40b3-9c81-6833c0c23873,OPP-31971282,ab40465b-6e3f-4634-908d-0a8424964e4f,664cffe7-856e-4f94-ad56-e0f053d564f5,Incentivize Seamless Communities Deal,Negotiation,110873.04,2025-12-21,generated,2025-10-11T15:13:22
6d76fe8c-da7a-4e95-ae71-3b57d15b295e,OPP-E21CABEC,41db88af-87b1-4515-8751-d5d5f1a1aa98,a810ede3-bb80-469b-bb64-9ac0cf656cd7,Iterate Customized Systems Deal,Negotiation,93736.54,2025-05-09,generated,2025-01-13T07:46:26
8612e3cf-ce42-420b-ab5f-0444a807d090,OPP-D5A00D41,c41a9e49-dd40-40b2-a34a-d3b77aaa32a6,e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,Reinvent Strategic Niches Deal,Proposal,217875.09,2026-01-06,generated,2025-09-01T09:14:25
2e46cf44-1e57-4fa7-ae1f-6c251beae29f,OPP-AB23BA0C,57120396-11ab-47e2-8870-e18bb6e54bf3,31b99f30-a14f-4a9e-a854-d6eda5ae0de5,Streamline Wireless Niches Deal,Proposal,172739.79,2025-10-29,generated,2025-07-24T10:22:44
237454de-0614-4414-80dc-d8e7496eae3e,OPP-CF442604,57120396-11ab-47e2-8870-e18bb6e54bf3,e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,Transform B2C Interfaces Deal,Qualification,69886.52,2025-07-10,generated,2025-03-18T06:13:47
c9a5bb32-3f33-428a-b2ce-3e7ff3be4b02,OPP-885A9E4B,ecaa24e9-b5b0-4ff3-a505-85f809600947,664cffe7-856e-4f94-ad56-e0f053d564f5,Optimize Synergistic Channels Deal,Closed Won,185085.36,2026-09-29,generated,2026-07-01T07:23:11
7c84774b-dc70-4603-aa89-b538e4f2bbb5,OPP-F63DDC0E,14edb12f-3408-4d37-84e0-276293ba70ec,664cffe7-856e-4f94-ad56-e0f053d564f5,Maximize Real-Time Partnerships Deal,Qualification,292674.06,2026-03-22,generated,2025-11-23T20:55:48
e2050c3e-aead-4a76-8c38-68ea0e0d5b5b,OPP-DECD39F7,0b896ec7-54ad-4288-9079-bc57e25738da,a5232be2-2956-438d-98a1-3778969ad69b,Leverage Collaborative Relationships Deal,Qualification,151433.55,2025-09-15,generated,2025-07-31T08:55:30
6f29c4d4-188b-438d-aa42-0b75c78041b6,OPP-8E20872A,41db88af-87b1-4515-8751-d5d5f1a1aa98,233ecbbc-4949-4f3f-8d53-10b707c62aac,Facilitate Cross-Media Models Deal,Prospecting,194392.03,2025-04-15,generated,2025-02-05T09:05:15
726aa93b-4ec6-46af-8cef-0eeb28c761f2,OPP-021F1E5B,5a60fff7-6868-445c-bd4a-ae91ad5557f0,233ecbbc-4949-4f3f-8d53-10b707c62aac,Synthesize Sticky Metrics Deal,Negotiation,191249.23,2026-07-05,generated,2026-03-13T14:19:55
4e055de0-21da-43af-9d6e-d524d63e519e,OPP-0F3B48E2,5ee98475-a46c-41c0-a46d-0d8ce931cb82,664cffe7-856e-4f94-ad56-e0f053d564f5,Whiteboard Turn-Key Schemas Deal,Prospecting,288631.0,2025-07-22,generated,2025-03-25T20:13:16
4d2e37cd-28f3-4735-9b9f-d83b2228cee5,OPP-E765F89E,0bb9ae64-1834-4fba-affc-bca1a95796dd,e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,Benchmark Next-Generation E-Services Deal,Negotiation,59611.8,2025-12-13,generated,2025-09-23T15:18:02
ea13be63-bbe4-4ee1-a6d4-63ebd6fbe25d,OPP-71308514,5a60fff7-6868-445c-bd4a-ae91ad5557f0,e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,Implement Plug-And-Play Methodologies Deal,Closed Won,35286.23,2025-07-06,generated,2025-05-09T18:42:51
7925eeda-7e0f-40d1-ab9d-b406a22bd5be,OPP-39E4E69A,d9315c1b-73fe-4fff-b7f8-35f9a6c950b3,664cffe7-856e-4f94-ad56-e0f053d564f5,Matrix Intuitive Schemas Deal,Negotiation,273897.26,2026-08-13,generated,2026-04-03T05:50:19
8f0c7fa2-fa10-4241-83f4-41428337ad2d,OPP-7CEDE9FA,c8356080-e533-4239-bdb8-028b8702e782,664cffe7-856e-4f94-ad56-e0f053d564f5,Engage Proactive Paradigms Deal,Qualification,50440.79,2026-05-29,generated,2026-02-23T08:32:34
42bdc37e-f1b9-4215-900b-c22f971b48fb,OPP-D6C715E1,b7695da5-7e44-41c3-8845-cdf598eae165,664cffe7-856e-4f94-ad56-e0f053d564f5,Empower Impactful Web Services Deal,Closed Won,224342.17,2026-04-13,generated,2025-12-01T07:43:53
17536a7f-1701-40fa-af7a-5945a4ecf24e,OPP-121BD520,db5d0963-0153-40f6-8d43-2382f3817e87,a5232be2-2956-438d-98a1-3778969ad69b,Cultivate Bleeding-Edge Bandwidth Deal,Closed Won,249105.05,2026-03-29,generated,2025-12-25T15:33:41
1a1c4621-d83d-4fef-8e07-a87db3b13334,OPP-61D963BF,f0d3927a-3b07-4b0d-9ca4-654157e45980,76281a3e-edbf-40ac-817d-02677c136e35,Transition Next-Generation E-Services Deal,Negotiation,195913.65,2025-12-16,generated,2025-10-03T11:26:21
7f81a42b-3951-47d2-8051-a6852a15ffac,OPP-27C9CA3A,09f18197-009e-4a58-bbe9-a56e03a2651c,a810ede3-bb80-469b-bb64-9ac0cf656cd7,Monetize Visionary Supply-Chains Deal,Proposal,212697.0,2025-09-01,generated,2025-06-13T01:29:05
da4a5266-b5dc-4aca-ba76-3e45cd07c00b,OPP-9FF77127,8563a43d-9b53-4b07-bab1-329ffe23d567,76281a3e-edbf-40ac-817d-02677c136e35,Expedite Mission-Critical Applications Deal,Closed Won,261499.52,2026-06-05,generated,2026-04-01T14:26:03
9f7e21aa-138d-4671-8f5f-a3b8a831409a,OPP-CDB21AA3,b357f455-8d81-4397-a6f8-3e5c97959418,664cffe7-856e-4f94-ad56-e0f053d564f5,Re-Contextualize B2B Schemas Deal,Proposal,140981.67,2025-05-28,generated,2025-02-09T04:59:18
aa442eee-56af-4219-a4ae-89d723a30fa5,OPP-56C7B437,53e77462-e4b8-4c93-b9f6-33c02b21af6d,233ecbbc-4949-4f3f-8d53-10b707c62aac,Grow Global Infrastructures Deal,Prospecting,194556.35,2026-08-03,generated,2026-04-23T09:35:00
48dd83b5-af8d-4d10-8307-37720d5fde51,OPP-9F3415F5,63b1f073-d6da-46b9-9193-d58061ff3232,e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,Harness Magnetic E-Tailers Deal,Closed Won,47336.42,2026-09-18,generated,2026-06-21T15:59:45
4050da31-661b-4b76-b577-1588b212fd9d,OPP-09F48600,63b1f073-d6da-46b9-9193-d58061ff3232,e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,Re-Contextualize Out-Of-The-Box Paradigms Deal,Closed Won,294369.72,2025-09-24,generated,2025-05-18T12:12:58
9acad58d-ed79-4f0d-9f28-7ed19c8bccd8,OPP-BD02A0A4,0bb9ae64-1834-4fba-affc-bca1a95796dd,a810ede3-bb80-469b-bb64-9ac0cf656cd7,Streamline B2C Architectures Deal,Closed Won,93730.51,2026-05-06,generated,2026-03-14T16:17:52
fdaf5096-2c0e-41dc-8353-94a5c55644db,OPP-00802EB5,41db88af-87b1-4515-8751-d5d5f1a1aa98,e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,Unleash 24/7 Niches Deal,Negotiation,299687.16,2026-01-09,generated,2025-10-05T17:30:22
406d4a7a-60b3-41e4-9fdc-1a67a48c069f,OPP-24E492DE,623b1f2f-7858-4698-9f1f-251edbb167cc,664cffe7-856e-4f94-ad56-e0f053d564f5,Transition Impactful Channels Deal,Proposal,106706.54,2025-07-24,generated,2025-04-23T18:24:14
1b2f8ea5-89a3-4fce-b615-d904c810c159,OPP-BADD392C,63b1f073-d6da-46b9-9193-d58061ff3232,187c3355-2672-469a-9973-b101110cac66,Maximize Best-Of-Breed Channels Deal,Negotiation,246251.54,2025-11-06,generated,2025-08-22T04:31:02
21b3a536-6eaf-4f8e-ad69-5048af62cb5f,OPP-E50DB492,fc9b188a-852d-4a79-b51b-f21ea8e76230,664cffe7-856e-4f94-ad56-e0f053d564f5,Enable Dot-Com Synergies Deal,Closed Won,264144.26,2025-12-28,generated,2025-09-17T00:46:09
dba9796a-6365-4d28-b1a1-c29e2c4ace5b,OPP-E9D2BD32,96ea87b0-fee3-42ed-b7b5-f18eae8884d2,22dcba8c-7d25-4c33-b087-c1981c4269ca,Productize Holistic Mindshare Deal,Prospecting,237734.71,2025-09-21,generated,2025-06-20T20:05:54
7ad035aa-2416-4e25-a27d-1c4fa3704a57,OPP-44C14F09,c41a9e49-dd40-40b2-a34a-d3b77aaa32a6,a810ede3-bb80-469b-bb64-9ac0cf656cd7,Exploit Global Eyeballs Deal,Proposal,105248.43,2026-04-24,generated,2026-02-25T17:02:39
4a5a5a3c-add6-47f3-bbb5-f2e4f06fd80c,OPP-742BF333,0fc564e1-64c0-4ba5-b6b5-de0c63714d1d,31b99f30-a14f-4a9e-a854-d6eda5ae0de5,Benchmark Best-Of-Breed Web-Readiness Deal,Qualification,79833.59,2025-06-20,generated,2025-03-04T22:55:06
b1dcda30-9ab4-4ca2-b629-a85f4550e430,OPP-27F2FDA4,53e77462-e4b8-4c93-b9f6-33c02b21af6d,e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,Harness Robust E-Tailers Deal,Prospecting,107446.78,2025-06-07,generated,2025-02-12T13:09:15
3b812185-ed7b-4711-8f80-02158415b0d9,OPP-0863475F,064ae3a3-26ce-4bf8-b129-fda68ac9b895,31b99f30-a14f-4a9e-a854-d6eda5ae0de5,Innovate Impactful Architectures Deal,Qualification,64894.77,2026-04-03,generated,2025-12-13T21:15:31
17567531-56f6-4057-901c-6df3cce7209a,OPP-26DAB60C,c8356080-e533-4239-bdb8-028b8702e782,233ecbbc-4949-4f3f-8d53-10b707c62aac,Integrate Mission-Critical Synergies Deal,Qualification,87768.11,2025-03-31,generated,2025-01-21T21:34:10
dd50a6cc-ad2e-4998-8a06-c09332c9ae03,OPP-86137D8C,14edb12f-3408-4d37-84e0-276293ba70ec,60eda1b7-56e0-479c-8d20-abbaacdfe066,Morph Value-Added Experiences Deal,Negotiation,197097.53,2025-12-16,generated,2025-09-09T09:12:24
a52881e1-a861-439b-bab6-27b6ff0873fa,OPP-CB3AA2EB,def80785-0f05-441a-86b0-d7c81db56dfe,233ecbbc-4949-4f3f-8d53-10b707c62aac,Revolutionize Integrated Experiences Deal,Proposal,99323.63,2026-06-21,generated,2026-02-01T08:00:36
feb3e417-0f72-4910-8d5d-29d48c88c5bf,OPP-35A5B9EB,6e0943a0-c043-43e8-8b26-985185330a0a,22dcba8c-7d25-4c33-b087-c1981c4269ca,Visualize Cutting-Edge Niches Deal,Closed Lost,227374.06,2026-08-02,generated,2026-04-29T07:38:51
449dfe6b-190c-4c95-952f-b2f59db62c00,OPP-75C39B47,d141c67e-2674-485c-a0be-ccbebbd2cb5d,76281a3e-edbf-40ac-817d-02677c136e35,Synergize Open-Source Partnerships Deal,Qualification,230339.54,2026-07-11,generated,2026-03-22T20:06:57
e2f9497d-ec60-4877-91d5-3132ddfc1f39,OPP-9109B5BA,9e6f5292-b72e-4909-ae98-bf7478ca7ea5,e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,Synergize Transparent Partnerships Deal,Proposal,180178.53,2026-04-28,generated,2026-03-03T10:47:26
47cb421c-e890-4f12-a905-7cb50063de96,OPP-13EE97B7,4ec4ba26-6098-4fd3-824f-81455c6433f7,187c3355-2672-469a-9973-b101110cac66,Orchestrate Extensible Communities Deal,Closed Won,119269.4,2026-01-17,generated,2025-10-09T08:58:52
422d834f-fed9-49cc-8d68-977127e4154e,OPP-82F37537,96ea87b0-fee3-42ed-b7b5-f18eae8884d2,187c3355-2672-469a-9973-b101110cac66,Exploit Front-End Mindshare Deal,Proposal,47823.37,2026-10-14,generated,2026-07-01T21:46:43
fa5d3746-c2c5-4f2f-98de-5110fb202cc3,OPP-B1418C39,09f18197-009e-4a58-bbe9-a56e03a2651c,664cffe7-856e-4f94-ad56-e0f053d564f5,Whiteboard Cross-Platform E-Services Deal,Prospecting,127453.75,2025-10-16,generated,2025-06-04T11:43:47
314aa0d0-65dd-4151-892a-7f62bd8ebebb,OPP-41855E9A,db5d0963-0153-40f6-8d43-2382f3817e87,233ecbbc-4949-4f3f-8d53-10b707c62aac,Streamline Enterprise Schemas Deal,Negotiation,120869.99,2026-04-16,generated,2026-01-16T19:56:35
d39dc908-4dd2-4d2c-b743-d8e17e856771,OPP-FD1C839E,623b1f2f-7858-4698-9f1f-251edbb167cc,e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,Cultivate Bleeding-Edge Action-Items Deal,Prospecting,249798.78,2026-07-24,generated,2026-06-10T13:07:08
b7724ada-6c1d-4727-be55-e5705f3f2a85,OPP-0D96D0C4,3736d085-b099-470b-9b0c-3fe7d7005c05,22dcba8c-7d25-4c33-b087-c1981c4269ca,Enhance Back-End Functionalities Deal,Prospecting,81918.01,2026-03-25,generated,2025-11-13T11:42:47
ca53603b-4dbe-4282-be04-35d31021b3ef,OPP-9889991C,9a1a08ff-1854-471d-b406-92c97b8f16c0,664cffe7-856e-4f94-ad56-e0f053d564f5,Seize 24/7 Mindshare Deal,Closed Won,267342.93,2026-03-13,generated,2026-01-27T19:26:17
8a7ae0b9-56f5-4e7e-a386-ea5b510c8d4c,OPP-5FC25E0B,b4dceeab-a120-418b-bdbe-617de7f98dc0,e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,Brand Holistic Deliverables Deal,Proposal,82292.1,2025-11-17,generated,2025-08-22T17:57:41
d1e6f737-0826-43bd-ab56-446b89e43837,OPP-7A912F64,b4dceeab-a120-418b-bdbe-617de7f98dc0,e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,Deliver Extensible Initiatives Deal,Closed Lost,285468.07,2026-05-30,generated,2026-04-03T20:40:38
71e592cc-e048-45af-97b5-9edec63cbef3,OPP-79337673,ab40465b-6e3f-4634-908d-0a8424964e4f,e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,Morph One-To-One E-Business Deal,Closed Lost,239288.76,2025-08-18,generated,2025-05-27T06:37:13
2b442e27-c301-4726-945a-7499eaad7dc1,OPP-641F5681,883c074d-e518-40ad-9559-151d8db1627c,76281a3e-edbf-40ac-817d-02677c136e35,Exploit Proactive Initiatives Deal,Closed Lost,15808.13,2026-07-17,generated,2026-05-05T17:16:51
7106ae4f-281a-40cc-84b5-75c754afd359,OPP-EA9FF449,d0ad28a7-27a5-4588-9c92-85ad99c25318,a810ede3-bb80-469b-bb64-9ac0cf656cd7,Generate Web-Enabled Applications Deal,Qualification,117099.05,2026-05-17,generated,2026-03-19T00:11:16
ea33b88c-bc2a-4c75-810b-6c6603451936,OPP-53C60A44,6e0943a0-c043-43e8-8b26-985185330a0a,233ecbbc-4949-4f3f-8d53-10b707c62aac,Facilitate B2B Platforms Deal,Prospecting,33114.04,2026-01-14,generated,2025-09-12T18:06:28
fe3d4960-6cbc-4bcc-972c-cd0e9af43e8c,OPP-946F8AEF,96ea87b0-fee3-42ed-b7b5-f18eae8884d2,664cffe7-856e-4f94-ad56-e0f053d564f5,Strategize B2C Initiatives Deal,Closed Won,273994.23,2026-04-23,generated,2026-01-10T20:01:03
0c84f685-521c-4256-97ff-dd1c94bdcdf9,OPP-1BC5179D,d0ad28a7-27a5-4588-9c92-85ad99c25318,233ecbbc-4949-4f3f-8d53-10b707c62aac,Deliver Enterprise Markets Deal,Prospecting,218034.37,2025-11-14,generated,2025-09-29T10:38:09
fa72e4b2-eb4a-4908-9277-62d487b41b57,OPP-9FFA0C02,5a60fff7-6868-445c-bd4a-ae91ad5557f0,664cffe7-856e-4f94-ad56-e0f053d564f5,Embrace B2B Schemas Deal,Negotiation,217963.55,2025-12-08,generated,2025-08-20T09:29:32
c51a4d6d-dd4d-477f-88fb-6776ad63982c,OPP-CD864AE0,53e77462-e4b8-4c93-b9f6-33c02b21af6d,187c3355-2672-469a-9973-b101110cac66,Iterate Integrated Networks Deal,Prospecting,201593.19,2026-07-26,generated,2026-05-18T13:28:56
