id,name,industry,employee_count,annual_revenue
b34e0240-3559-4f5c-9868-a73e86834772,Chen-Harris,Manufacturing,100,4588228.65
79604163-2ebc-4aef-ad73-fc675fb42080,Patterson Inc,Media,5000,30378009.67
98d944ed-e5bd-4ade-a0a9-ec09b62ea863,Fox-Campbell,SaaS,50,429958064.73
f427c72b-3780-4f0a-ae1a-e8b3982a8c76,Williams-Gutierrez,SaaS,1000,119764312.55
a1a94535-5824-41a4-8f17-7d71063c2708,Shepard Inc,Media,500,107904166.88
cd172079-7a21-4d91-b75f-e053282aabf5,Adams LLC,Healthcare,5000,467821606.05
09c35006-40e8-4852-8ccb-14615da65d7d,Sullivan Inc,Manufacturing,1000,236862842.13
bae529ba-e182-4e43-81b2-950478b48221,"Baxter, Henderson and Higgins",Logistics,500,403941001.89
f5d47a73-f382-4aad-8d16-7b9bdee8275f,"Harper, Ibarra and Gallagher",Healthcare,50,49368476.3
9ab7f435-5236-4e2f-b596-820f2fad4f0a,"Newman, Moore and Hood",Retail,250,212365732.89
92242ffe-d079-47cd-bfb9-35b5fe06ac53,Boyle-Bell,Retail,10000,364808848.88
27260fa6-cda0-482a-a064-57cf871ebafc,Flores Inc,Media,5000,492098440.47
2cfae0f3-7ca1-4f99-8699-5bab1a02cd22,"Montgomery, Sherman and Crawford",SaaS,50,201908019.77
b14fc805-09ec-4203-bfe5-4da80e55a14a,Hunt-Richardson,Finance,10000,430974595.64
4e44bc9f-dc6d-4096-b5b7-6c46d88a7f0c,"Phillips, Reyes and Gomez",Healthcare,100,95914245.31
b1763368-0d46-4bdb-8da4-093669270340,Mcpherson-Parker,Retail,100,211518938.28
f6a24edd-8d64-449f-9842-0ab09081c071,"Smith, Murray and Aguirre",Finance,500,125653417.49
43ac88f0-5618-406a-baed-183014f37b43,"Harris, Romero and Hudson",SaaS,500,404203100.12
48cd1045-49de-4454-9a17-d198518e8f1d,"Porter, Ward and Flores",Logistics,1000,49856455.37
61a7a0ff-6018-4172-86d4-cbf459fdc8f8,Galvan-Bowen,Media,1000,418177764.95
4a9b3759-f983-427d-a615-ed33abf79e55,"Blackwell, Martin and Mcgee",SaaS,10000,424499171.47
3f56e27f-7fd8-4c87-bc54-376c9c2f88c3,Greene-Garcia,Healthcare,500,243334921.6
8e6d08c3-1654-46c6-80f1-c5b11b530393,"Green, Freeman and Parker",Healthcare,10000,201119105.98
a6145a64-7d37-4be0-b660-701b3d9ab40d,Gates-Duncan,SaaS,100,190107586.37
cd95be2c-8579-45bf-a8bb-25e1302f94f3,"Mckee, Hernandez and Bennett",Retail,250,463332518.71
ed2a7e47-fa73-4b74-8994-3d504863447a,Carter-Ross,Logistics,500,143339365.24
44842bc4-4cd7-4fab-9e66-fc75f92efb50,Woods and Sons,Media,5000,497715922.06
962a4109-eb67-401e-83bb-b8bb0a2f118a,"Reyes, Gregory and Lambert",Manufacturing,5000,359485729.37
89b5820c-d90a-4e66-9c3f-8bf86e6328c3,Miles-Rosario,Healthcare,100,149057204.92
dd8b7f31-4d06-4b49-8883-1899d85833eb,Bradley PLC,SaaS,1000,368132852.22
f18607f7-669d-4a53-9afb-53a70540604c,Arellano-Fields,SaaS,5000,157488800.08
1f8daea3-bec5-45f3-a1d2-a1d8f4ad5a46,Vazquez Ltd,SaaS,1000,238917470.04
a751a721-8e55-438a-a364-96f0311da454,"Travis, Novak and Hall",Logistics,1000,79558931.24
9d44b15b-b9b0-4192-bd9d-1747ab59f67e,Stevenson-Henry,Manufacturing,50,425819930.13
4ebc6370-616f-4a04-9bfc-ab235ebd4c7a,Butler Inc,SaaS,1000,34912470.82
71f9874b-d626-4bb8-9d11-1044344ea7de,Rivera-Alvarado,Logistics,100,202484000.11
5fa31abd-7f69-40dc-9e6b-48a3feddaafa,"Villegas, Norris and Collins",Manufacturing,100,289880609.7
8305ee16-1fa9-42d4-bc83-36396b5e8bac,House and Sons,SaaS,1000,41909719.34
b5654b07-e926-459e-bd36-4cc757275234,Johnson Group,Media,1000,283048235.0
707abf81-be35-4a22-81cb-a7ebde06331f,"Sanchez, Porter and Christensen",Finance,250,102925340.51
e34de9d7-56c7-4e29-8a9f-4b31f244f436,Camacho-Hopkins,Media,250,120104290.36
32180810-45d9-4d6f-9fa0-af15685d6dec,James-Mckinney,Retail,100,336173421.26
40317c2a-6b5a-4115-9b34-0470063fdadc,"Harris, Medina and Vance",Finance,500,158772420.94
8a74f196-61a3-4624-886d-8e62bd193fbb,Mcfarland-Castillo,Logistics,50,5648412.99
76543baf-46fa-422d-8a39-b8616e5eea65,"Caldwell, Dillon and Reeves",Manufacturing,1000,498052127.48
71e8a2c0-120d-4140-9fd9-1ece254b948e,Cameron-Bryant,SaaS,1000,107364001.82
658a958b-3a6a-48de-aa84-db2fe4710b96,Evans-Rose,Finance,100,466696429.62
34611579-73f5-4b42-9b0f-1e1894b8cc66,Reeves-Estrada,SaaS,100,185394017.28
